id_venta,id_itinerario,id_pasajero,id_ruta,id_empresa,fecha_venta,fecha_viaje,numero_asiento,monto_pagado,canal_venta,estado_pasaje,descuento_aplicado,nombre_pasajero_registrado,observaciones,anio_venta,mes_venta,cepal_modo_transporte,cepal_volumen_pasajeros_km,cepal_unidad
301,14,19,10,13,2024-04-17,2024-05-05,24,25.0,Ventanilla,Cancelado,0.0,DANIEL ALEJANDRO PEREZ OPORTO,Sin observaciones,2024,4,Sin dato,0.0,Sin dato CEPALSTAT
302,15,11,11,13,2025-12-10,2025-12-20,13,9.2,Ventanilla,Viajado,0.0,ROBERTO CARLOS VILLANUEVA RAMOS,Pasajero adulto mayor,2025,12,Sin dato,0.0,Sin dato CEPALSTAT
303,3,2,1,3,2023-06-22,2023-07-11,35,134.4,Telefono,Cancelado,0.0,MARIA ELENA FLORES TARQUI,Sin observaciones,2023,6,Sin dato,0.0,Sin dato CEPALSTAT
304,13,9,8,4,2025-07-05,2025-08-02,33,31.85,Telefono,Viajado,0.0,JUAN CARLOS,Sin observaciones,2025,7,Sin dato,0.0,Sin dato CEPALSTAT
305,1,16,1,1,2023-01-26,2023-02-07,4,116.64,Agente,Cancelado,10.0,MONICA CECILIA CASTRO PONCE,Pasaje con equipaje extra,2023,1,Sin dato,0.0,Sin dato CEPALSTAT
306,12,20,7,6,2023-10-20,2023-11-06,42,35.28,Ventanilla,Viajado,10.0,CARMEN ROSA OPORTO FLORES,Pasajero adulto mayor,2023,10,Sin dato,0.0,Sin dato CEPALSTAT
307,8,17,4,11,2023-05-22,2023-06-19,4,60.2,Web,Viajado,0.0,RICARDO ERNESTO PONCE MONTA?O,Sin observaciones,2023,5,Sin dato,0.0,Sin dato CEPALSTAT
308,2,11,1,1,2023-08-09,2023-09-03,24,98.28,Telefono,Cancelado,10.0,ROBERTO CARLOS VILLANUEVA RAMOS,Pasajero adulto mayor,2023,8,Sin dato,0.0,Sin dato CEPALSTAT
309,8,15,4,11,2025-07-03,2025-07-05,38,74.9,Ventanilla,Cancelado,0.0,JORGE EDUARDO IBA?EZ CASTRO,Sin observaciones,2025,7,Sin dato,0.0,Sin dato CEPALSTAT
310,1,19,1,1,2025-11-14,2025-11-26,34,111.6,Agente,Viajado,0.0,DANIEL ALEJANDRO PEREZ OPORTO,Pasajero adulto mayor,2025,11,Sin dato,0.0,Sin dato CEPALSTAT
311,12,10,7,6,2023-10-16,2023-11-14,9,42.8,Web,Viajado,0.0,GLORIA BEATRIZ ARCE VILLANUEVA,Sin observaciones,2023,10,Sin dato,0.0,Sin dato CEPALSTAT
312,8,2,4,11,2023-04-23,2023-05-20,39,77.7,Ventanilla,Viajado,0.0,MARIA ELENA FLORES TARQUI,Pasaje con equipaje extra,2023,4,Sin dato,0.0,Sin dato CEPALSTAT
313,4,16,1,5,2023-07-09,2023-07-27,11,130.8,Telefono,Viajado,0.0,MONICA CECILIA CASTRO PONCE,Sin observaciones,2023,7,Sin dato,0.0,Sin dato CEPALSTAT
314,6,19,2,8,2023-10-24,2023-11-10,4,140.0,Ventanilla,Viajado,0.0,DANIEL ALEJANDRO PEREZ OPORTO,Pasaje con equipaje extra,2023,10,Sin dato,0.0,Sin dato CEPALSTAT
315,9,14,5,12,2025-01-13,2025-01-25,7,156.0,Agente,Viajado,0.0,CLAUDIA VERONICA SALINAS IBA?EZ,Pasaje con equipaje extra,2025,1,Sin dato,0.0,Sin dato CEPALSTAT
316,13,5,8,4,2024-02-21,2024-02-27,9,30.1,Web,Viajado,0.0,CARLOS ALBERTO VARGAS TORREZ,Sin observaciones,2024,2,Sin dato,0.0,Sin dato CEPALSTAT
317,6,18,2,8,2025-04-30,2025-05-02,16,156.8,Telefono,Viajado,0.0,SILVIA ROSARIO MONTA?O PEREZ,Pasajero adulto mayor,2025,4,Sin dato,0.0,Sin dato CEPALSTAT
318,15,18,11,13,2023-01-03,2023-01-23,6,9.2,Agente,Viajado,0.0,SILVIA ROSARIO MONTA?O PEREZ,Pasajero adulto mayor,2023,1,Sin dato,0.0,Sin dato CEPALSTAT
319,13,20,8,4,2025-02-11,2025-02-25,38,32.2,Ventanilla,Viajado,0.0,CARMEN ROSA OPORTO FLORES,Pasajero adulto mayor,2025,2,Sin dato,0.0,Sin dato CEPALSTAT
320,6,5,2,8,2025-05-15,2025-06-06,27,128.8,Telefono,Viajado,0.0,SIN REGISTRO,Pasaje con equipaje extra,2025,5,Sin dato,0.0,Sin dato CEPALSTAT
321,8,18,4,11,2024-05-27,2024-06-26,13,72.1,Web,Viajado,0.0,SILVIA ROSARIO MONTA?O PEREZ,Sin observaciones,2024,5,Sin dato,0.0,Sin dato CEPALSTAT
322,6,16,2,8,2025-04-25,2025-05-23,38,148.4,Ventanilla,Viajado,0.0,MARIA ELENA FLORES,Sin observaciones,2025,4,Sin dato,0.0,Sin dato CEPALSTAT
323,12,2,7,6,2024-09-07,2024-09-15,36,43.2,Ventanilla,Viajado,0.0,JUAN CARLOS,Pasajero adulto mayor,2024,9,Sin dato,0.0,Sin dato CEPALSTAT
324,1,14,1,1,2023-06-15,2023-07-02,29,135.6,Web,Viajado,0.0,CLAUDIA VERONICA SALINAS IBA?EZ,Pasajero adulto mayor,2023,6,Sin dato,0.0,Sin dato CEPALSTAT
325,7,16,3,3,2024-12-21,2024-12-31,7,93.5,Web,Viajado,0.0,MONICA CECILIA CASTRO PONCE,Pasaje con equipaje extra,2024,12,Sin dato,0.0,Sin dato CEPALSTAT
326,12,5,7,6,2023-09-21,2023-09-25,23,42.4,Telefono,Viajado,0.0,CARLOS ALBERTO VARGAS TORREZ,Sin observaciones,2023,9,Sin dato,0.0,Sin dato CEPALSTAT
327,9,8,5,12,2023-07-12,2023-07-13,25,151.2,Ventanilla,Viajado,10.0,SANDRA PATRICIA TORREZ MENDOZA,Pasajero adulto mayor,2023,7,Sin dato,0.0,Sin dato CEPALSTAT
328,4,5,1,5,2023-01-26,2023-02-24,9,129.6,Ventanilla,Viajado,0.0,CARLOS ALBERTO VARGAS TORREZ,Pasaje con equipaje extra,2023,1,Sin dato,0.0,Sin dato CEPALSTAT
329,4,16,1,5,2024-03-06,2024-04-02,11,110.16,Web,Viajado,10.0,MONICA CECILIA CASTRO PONCE,Pasajero adulto mayor,2024,3,Sin dato,0.0,Sin dato CEPALSTAT
330,10,12,6,10,2025-08-17,2025-08-24,13,86.67,Agente,Viajado,10.0,PATRICIA ISABEL RAMOS AGUILAR,Pasajero adulto mayor,2025,8,Sin dato,0.0,Sin dato CEPALSTAT
331,8,19,4,11,2024-12-22,2025-01-20,40,71.82,Ventanilla,Viajado,10.0,DANIEL ALEJANDRO PEREZ OPORTO,Pasajero adulto mayor,2024,12,Sin dato,0.0,Sin dato CEPALSTAT
332,10,15,6,10,2024-06-14,2024-06-19,28,96.3,Ventanilla,Viajado,0.0,JORGE EDUARDO IBA?EZ CASTRO,Pasajero adulto mayor,2024,6,Sin dato,0.0,Sin dato CEPALSTAT
333,12,19,7,6,2023-06-18,2023-07-06,30,30.72,Agente,Viajado,20.0,DANIEL ALEJANDRO PEREZ OPORTO,Sin observaciones,2023,6,Sin dato,0.0,Sin dato CEPALSTAT
334,13,19,8,4,2024-08-31,2024-09-09,18,31.5,Ventanilla,Viajado,0.0,DANIEL ALEJANDRO PEREZ OPORTO,Pasajero adulto mayor,2024,8,Sin dato,0.0,Sin dato CEPALSTAT
335,3,11,1,3,2023-01-27,2023-02-16,12,109.2,Web,Viajado,0.0,ROBERTO CARLOS VILLANUEVA RAMOS,Pasaje con equipaje extra,2023,1,Sin dato,0.0,Sin dato CEPALSTAT
336,11,5,7,4,2025-10-25,2025-10-26,17,41.2,Agente,Viajado,0.0,CARLOS ALBERTO VARGAS TORREZ,Sin observaciones,2025,10,Sin dato,0.0,Sin dato CEPALSTAT
337,14,1,10,13,2024-02-27,2024-03-09,13,23.4,Telefono,Viajado,10.0,JUAN CARLOS MAMANI QUISPE,Pasajero adulto mayor,2024,2,Sin dato,0.0,Sin dato CEPALSTAT
338,11,18,7,4,2024-08-04,2024-08-18,37,40.4,Web,Viajado,0.0,SILVIA ROSARIO MONTA?O PEREZ,Pasaje con equipaje extra,2024,8,Sin dato,0.0,Sin dato CEPALSTAT
339,15,10,11,13,2024-03-27,2024-04-25,4,9.45,Ventanilla,Viajado,10.0,GLORIA BEATRIZ ARCE VILLANUEVA,Sin observaciones,2024,3,Sin dato,0.0,Sin dato CEPALSTAT
340,14,7,10,13,2024-11-17,2024-12-05,29,22.75,Agente,Viajado,0.0,SIN REGISTRO,Pasaje con equipaje extra,2024,11,Sin dato,0.0,Sin dato CEPALSTAT
341,15,3,11,13,2024-01-02,2024-01-24,26,8.19,Telefono,Viajado,10.0,PEDRO ANTONIO GUTIERREZ VACA,Pasaje con equipaje extra,2024,1,Sin dato,0.0,Sin dato CEPALSTAT
342,10,7,6,10,2025-10-05,2025-10-25,31,102.6,Telefono,Viajado,0.0,JUAN CARLOS,Pasajero adulto mayor,2025,10,Sin dato,0.0,Sin dato CEPALSTAT
343,9,15,5,12,2023-06-11,2023-06-27,10,151.5,Ventanilla,Viajado,0.0,JORGE EDUARDO IBA?EZ CASTRO,Pasajero adulto mayor,2023,6,Sin dato,0.0,Sin dato CEPALSTAT
344,11,13,7,4,2025-05-16,2025-06-08,36,36.8,Ventanilla,Viajado,0.0,FERNANDO JOSE AGUILAR SALINAS,Pasaje con equipaje extra,2025,5,Sin dato,0.0,Sin dato CEPALSTAT
345,12,9,7,6,2023-08-15,2023-08-25,35,43.2,Web,Viajado,0.0,MARIA ELENA FLORES,Sin observaciones,2023,8,Sin dato,0.0,Sin dato CEPALSTAT
346,9,12,5,12,2024-08-27,2024-09-09,43,163.5,Agente,Viajado,0.0,PATRICIA ISABEL RAMOS AGUILAR,Pasaje con equipaje extra,2024,8,Sin dato,0.0,Sin dato CEPALSTAT
347,3,17,1,3,2023-06-11,2023-07-11,46,123.6,Agente,Viajado,0.0,RICARDO ERNESTO PONCE MONTA?O,Pasaje con equipaje extra,2023,6,Sin dato,0.0,Sin dato CEPALSTAT
348,2,20,1,1,2024-08-14,2024-08-18,4,111.6,Telefono,Viajado,0.0,CARMEN ROSA OPORTO FLORES,Sin observaciones,2024,8,Sin dato,0.0,Sin dato CEPALSTAT
349,13,4,8,4,2024-11-03,2024-11-24,10,34.97,Ventanilla,Viajado,10.0,ANA LUISA CONDORI HUANCA,Pasajero adulto mayor,2024,11,Sin dato,0.0,Sin dato CEPALSTAT
350,1,11,1,1,2025-08-12,2025-08-21,17,128.4,Ventanilla,Viajado,0.0,ROBERTO CARLOS VILLANUEVA RAMOS,Sin observaciones,2025,8,Sin dato,0.0,Sin dato CEPALSTAT
351,15,13,11,13,2023-10-16,2023-11-06,29,10.6,Telefono,Viajado,0.0,FERNANDO JOSE AGUILAR SALINAS,Sin observaciones,2023,10,Sin dato,0.0,Sin dato CEPALSTAT
352,4,15,1,5,2023-05-24,2023-05-27,31,122.04,Agente,Viajado,10.0,JORGE EDUARDO IBA?EZ CASTRO,Sin observaciones,2023,5,Sin dato,0.0,Sin dato CEPALSTAT
353,9,3,5,12,2023-12-11,2024-01-09,25,141.0,Agente,Viajado,0.0,PEDRO ANTONIO GUTIERREZ VACA,Pasajero adulto mayor,2023,12,Sin dato,0.0,Sin dato CEPALSTAT
354,6,2,2,8,2025-03-21,2025-04-06,37,120.4,Ventanilla,Viajado,0.0,MARIA ELENA FLORES TARQUI,Pasajero adulto mayor,2025,3,Sin dato,0.0,Sin dato CEPALSTAT
355,7,12,3,3,2024-08-15,2024-09-06,12,114.4,Web,Cancelado,0.0,PATRICIA ISABEL RAMOS AGUILAR,Sin observaciones,2024,8,Sin dato,0.0,Sin dato CEPALSTAT
356,9,18,5,12,2024-02-23,2024-03-01,33,114.75,Web,Viajado,10.0,SILVIA ROSARIO MONTA?O PEREZ,Pasaje con equipaje extra,2024,2,Sin dato,0.0,Sin dato CEPALSTAT
357,3,1,1,3,2023-09-08,2023-09-26,26,114.48,Agente,Viajado,10.0,JUAN CARLOS MAMANI QUISPE,Pasaje con equipaje extra,2023,9,Sin dato,0.0,Sin dato CEPALSTAT
358,15,18,11,13,2024-09-16,2024-10-11,35,11.4,Ventanilla,Viajado,0.0,SILVIA ROSARIO MONTA?O PEREZ,Sin observaciones,2024,9,Sin dato,0.0,Sin dato CEPALSTAT
359,15,17,11,13,2025-11-18,2025-11-26,18,9.81,Telefono,Viajado,10.0,RICARDO ERNESTO PONCE MONTA?O,Sin observaciones,2025,11,Sin dato,0.0,Sin dato CEPALSTAT
360,4,14,1,5,2025-05-08,2025-05-31,39,119.88,Ventanilla,Viajado,10.0,SIN REGISTRO,Pasajero adulto mayor,2025,5,Sin dato,0.0,Sin dato CEPALSTAT
361,5,1,2,2,2025-09-06,2025-09-24,30,152.6,Telefono,Viajado,0.0,JUAN CARLOS,Sin observaciones,2025,9,Sin dato,0.0,Sin dato CEPALSTAT
362,12,6,7,6,2023-05-01,2023-05-05,6,36.0,Agente,Cancelado,10.0,ROSA ANGELICA CHOQUE LIMACHI,Sin observaciones,2023,5,Sin dato,0.0,Sin dato CEPALSTAT
363,2,18,1,1,2023-02-06,2023-02-08,7,116.4,Web,Viajado,0.0,SILVIA ROSARIO MONTA?O PEREZ,Sin observaciones,2023,2,Sin dato,0.0,Sin dato CEPALSTAT
364,9,9,5,12,2023-05-02,2023-05-05,32,145.5,Telefono,Cancelado,0.0,LUIS FERNANDO MENDOZA ARCE,Sin observaciones,2023,5,Sin dato,0.0,Sin dato CEPALSTAT
365,13,20,8,4,2025-03-06,2025-03-13,43,38.15,Telefono,Viajado,0.0,CARMEN ROSA OPORTO FLORES,Pasaje con equipaje extra,2025,3,Sin dato,0.0,Sin dato CEPALSTAT
366,9,8,5,12,2025-10-22,2025-10-31,38,166.5,Telefono,Viajado,0.0,SANDRA PATRICIA TORREZ MENDOZA,Sin observaciones,2025,10,Sin dato,0.0,Sin dato CEPALSTAT
367,11,13,7,4,2023-06-13,2023-06-15,15,34.56,Web,Viajado,10.0,FERNANDO JOSE AGUILAR SALINAS,Pasaje con equipaje extra,2023,6,Sin dato,0.0,Sin dato CEPALSTAT
368,1,4,1,1,2024-02-27,2024-03-15,34,106.8,Telefono,Viajado,0.0,MARIA ELENA FLORES,Pasaje con equipaje extra,2024,2,Sin dato,0.0,Sin dato CEPALSTAT
369,8,10,4,11,2023-09-17,2023-10-09,8,66.5,Agente,Viajado,0.0,GLORIA BEATRIZ ARCE VILLANUEVA,Pasaje con equipaje extra,2023,9,Sin dato,0.0,Sin dato CEPALSTAT
370,13,8,8,4,2023-08-04,2023-08-19,41,38.85,Telefono,Viajado,0.0,SANDRA PATRICIA TORREZ MENDOZA,Pasaje con equipaje extra,2023,8,Sin dato,0.0,Sin dato CEPALSTAT
371,7,8,3,3,2023-09-11,2023-09-14,43,90.09,Ventanilla,Viajado,10.0,SANDRA PATRICIA TORREZ MENDOZA,Pasaje con equipaje extra,2023,9,Sin dato,0.0,Sin dato CEPALSTAT
372,5,13,2,2,2022-12-17,2023-01-06,43,123.2,Web,Viajado,0.0,FERNANDO JOSE AGUILAR SALINAS,Pasaje con equipaje extra,2022,12,Transporte Aereo,4424351213.328,kilómetros de pasajeros facturados
373,5,19,2,2,2025-08-25,2025-09-11,46,123.2,Ventanilla,Viajado,0.0,DANIEL ALEJANDRO PEREZ OPORTO,Sin observaciones,2025,8,Sin dato,0.0,Sin dato CEPALSTAT
374,13,15,8,4,2023-07-26,2023-08-01,29,37.8,Agente,Viajado,0.0,JORGE EDUARDO IBA?EZ CASTRO,Pasajero adulto mayor,2023,7,Sin dato,0.0,Sin dato CEPALSTAT
375,14,6,10,13,2024-10-08,2024-10-21,26,22.95,Telefono,Cancelado,10.0,ROSA ANGELICA CHOQUE LIMACHI,Pasajero adulto mayor,2024,10,Sin dato,0.0,Sin dato CEPALSTAT
376,9,8,5,12,2023-05-04,2023-05-08,42,156.0,Web,Viajado,0.0,SANDRA PATRICIA TORREZ MENDOZA,Pasaje con equipaje extra,2023,5,Sin dato,0.0,Sin dato CEPALSTAT
377,5,14,2,2,2023-11-17,2023-11-29,32,148.4,Telefono,Viajado,0.0,CLAUDIA VERONICA SALINAS IBA?EZ,Sin observaciones,2023,11,Sin dato,0.0,Sin dato CEPALSTAT
378,5,1,2,2,2025-02-17,2025-03-08,43,152.6,Web,Viajado,0.0,JUAN CARLOS MAMANI QUISPE,Pasaje con equipaje extra,2025,2,Sin dato,0.0,Sin dato CEPALSTAT
379,1,8,1,1,2023-11-23,2023-12-16,21,114.0,Telefono,Viajado,0.0,SANDRA PATRICIA TORREZ MENDOZA,Pasajero adulto mayor,2023,11,Sin dato,0.0,Sin dato CEPALSTAT
380,8,10,4,11,2025-04-02,2025-04-10,31,67.2,Web,Cancelado,0.0,SIN REGISTRO,Pasajero adulto mayor,2025,4,Sin dato,0.0,Sin dato CEPALSTAT
381,9,15,5,12,2025-11-12,2025-11-22,22,165.0,Ventanilla,Viajado,0.0,JORGE EDUARDO IBA?EZ CASTRO,Sin observaciones,2025,11,Sin dato,0.0,Sin dato CEPALSTAT
382,11,11,7,4,2025-11-07,2025-11-17,43,41.6,Web,Cancelado,0.0,ROBERTO CARLOS VILLANUEVA RAMOS,Sin observaciones,2025,11,Sin dato,0.0,Sin dato CEPALSTAT
383,11,12,7,4,2023-10-01,2023-10-24,14,31.32,Telefono,Viajado,10.0,PATRICIA ISABEL RAMOS AGUILAR,Pasaje con equipaje extra,2023,10,Sin dato,0.0,Sin dato CEPALSTAT
384,7,14,3,3,2024-06-22,2024-07-14,12,118.8,Telefono,Viajado,0.0,CLAUDIA VERONICA SALINAS IBA?EZ,Sin observaciones,2024,6,Sin dato,0.0,Sin dato CEPALSTAT
385,3,17,1,3,2024-05-28,2024-06-12,23,133.2,Ventanilla,Viajado,0.0,RICARDO ERNESTO PONCE MONTA?O,Pasaje con equipaje extra,2024,5,Sin dato,0.0,Sin dato CEPALSTAT
386,8,17,4,11,2023-01-21,2023-02-03,36,59.5,Agente,Viajado,0.0,RICARDO ERNESTO PONCE MONTA?O,Pasaje con equipaje extra,2023,1,Sin dato,0.0,Sin dato CEPALSTAT
387,13,10,8,4,2025-04-15,2025-04-23,27,29.75,Agente,Viajado,0.0,GLORIA BEATRIZ ARCE VILLANUEVA,Pasaje con equipaje extra,2025,4,Sin dato,0.0,Sin dato CEPALSTAT
388,4,17,1,5,2025-08-03,2025-08-31,10,110.4,Telefono,Viajado,0.0,RICARDO ERNESTO PONCE MONTA?O,Sin observaciones,2025,8,Sin dato,0.0,Sin dato CEPALSTAT
389,1,18,1,1,2023-06-14,2023-06-16,25,112.8,Web,Viajado,0.0,SILVIA ROSARIO MONTA?O PEREZ,Pasaje con equipaje extra,2023,6,Sin dato,0.0,Sin dato CEPALSTAT
390,1,14,1,1,2024-09-17,2024-10-12,23,103.2,Web,Viajado,0.0,CLAUDIA VERONICA SALINAS IBA?EZ,Pasaje con equipaje extra,2024,9,Sin dato,0.0,Sin dato CEPALSTAT
391,3,16,1,3,2025-05-31,2025-06-08,34,121.2,Web,Viajado,0.0,MARIA ELENA FLORES,Sin observaciones,2025,5,Sin dato,0.0,Sin dato CEPALSTAT
392,7,4,3,3,2025-10-07,2025-10-24,43,116.6,Telefono,Viajado,0.0,ANA LUISA CONDORI HUANCA,Pasajero adulto mayor,2025,10,Sin dato,0.0,Sin dato CEPALSTAT
393,11,19,7,4,2025-05-30,2025-06-25,36,37.6,Web,Cancelado,0.0,DANIEL ALEJANDRO PEREZ OPORTO,Sin observaciones,2025,5,Sin dato,0.0,Sin dato CEPALSTAT
394,5,1,2,2,2025-10-14,2025-10-18,42,151.2,Ventanilla,Viajado,0.0,JUAN CARLOS MAMANI QUISPE,Sin observaciones,2025,10,Sin dato,0.0,Sin dato CEPALSTAT
395,13,15,8,4,2023-08-06,2023-08-16,14,37.45,Ventanilla,Viajado,0.0,JORGE EDUARDO IBA?EZ CASTRO,Pasaje con equipaje extra,2023,8,Sin dato,0.0,Sin dato CEPALSTAT
396,9,16,5,12,2024-12-16,2024-12-17,38,154.5,Agente,Viajado,0.0,MONICA CECILIA CASTRO PONCE,Pasajero adulto mayor,2024,12,Sin dato,0.0,Sin dato CEPALSTAT
397,11,2,7,4,2025-09-23,2025-10-12,20,39.6,Telefono,Viajado,0.0,MARIA ELENA FLORES TARQUI,Sin observaciones,2025,9,Sin dato,0.0,Sin dato CEPALSTAT
398,15,6,11,13,2025-07-19,2025-08-10,11,11.0,Telefono,Cancelado,0.0,ROSA ANGELICA CHOQUE LIMACHI,Sin observaciones,2025,7,Sin dato,0.0,Sin dato CEPALSTAT
399,5,19,2,2,2023-03-28,2023-04-08,45,149.8,Ventanilla,Viajado,0.0,JUAN CARLOS,Sin observaciones,2023,3,Sin dato,0.0,Sin dato CEPALSTAT
400,6,7,2,8,2025-02-19,2025-02-28,22,108.36,Telefono,Viajado,10.0,SIN REGISTRO,Pasajero adulto mayor,2025,2,Sin dato,0.0,Sin dato CEPALSTAT
401,13,16,8,4,2024-01-07,2024-01-13,40,29.75,Telefono,Viajado,0.0,MONICA CECILIA CASTRO PONCE,Sin observaciones,2024,1,Sin dato,0.0,Sin dato CEPALSTAT
402,2,2,1,1,2025-10-29,2025-11-01,20,92.88,Agente,Viajado,10.0,MARIA ELENA FLORES TARQUI,Sin observaciones,2025,10,Sin dato,0.0,Sin dato CEPALSTAT
403,12,20,7,6,2024-09-25,2024-10-11,32,39.2,Web,Viajado,0.0,CARMEN ROSA OPORTO FLORES,Sin observaciones,2024,9,Sin dato,0.0,Sin dato CEPALSTAT
404,7,5,3,3,2025-10-29,2025-11-19,37,95.7,Agente,Viajado,0.0,CARLOS ALBERTO VARGAS TORREZ,Sin observaciones,2025,10,Sin dato,0.0,Sin dato CEPALSTAT
405,15,15,11,13,2023-07-23,2023-08-06,39,10.6,Telefono,Viajado,0.0,JORGE EDUARDO IBA?EZ CASTRO,Pasajero adulto mayor,2023,7,Sin dato,0.0,Sin dato CEPALSTAT
406,4,14,1,5,2023-03-24,2023-04-04,40,106.8,Telefono,Cancelado,0.0,CLAUDIA VERONICA SALINAS IBA?EZ,Sin observaciones,2023,3,Sin dato,0.0,Sin dato CEPALSTAT
407,11,19,7,4,2023-09-15,2023-10-11,38,38.52,Agente,Viajado,10.0,DANIEL ALEJANDRO PEREZ OPORTO,Pasaje con equipaje extra,2023,9,Sin dato,0.0,Sin dato CEPALSTAT
408,6,9,2,8,2024-05-27,2024-05-30,29,123.2,Agente,Confirmado,0.0,LUIS FERNANDO MENDOZA ARCE,Pasajero adulto mayor,2024,5,Sin dato,0.0,Sin dato CEPALSTAT
409,8,10,4,11,2022-12-27,2023-01-08,16,74.2,Ventanilla,Cancelado,0.0,GLORIA BEATRIZ ARCE VILLANUEVA,Pasaje con equipaje extra,2022,12,Transporte Aereo,4424351213.328,kilómetros de pasajeros facturados
410,9,13,5,12,2023-04-03,2023-04-28,16,163.5,Web,Viajado,0.0,FERNANDO JOSE AGUILAR SALINAS,Pasaje con equipaje extra,2023,4,Sin dato,0.0,Sin dato CEPALSTAT
411,3,13,1,3,2023-05-01,2023-05-09,33,133.2,Agente,Viajado,0.0,FERNANDO JOSE AGUILAR SALINAS,Pasaje con equipaje extra,2023,5,Sin dato,0.0,Sin dato CEPALSTAT
412,8,9,4,11,2025-06-07,2025-07-06,4,70.0,Web,Viajado,0.0,LUIS FERNANDO MENDOZA ARCE,Sin observaciones,2025,6,Sin dato,0.0,Sin dato CEPALSTAT
413,4,20,1,5,2023-02-12,2023-02-21,19,106.8,Agente,Viajado,0.0,CARMEN ROSA OPORTO FLORES,Pasajero adulto mayor,2023,2,Sin dato,0.0,Sin dato CEPALSTAT
414,12,13,7,6,2023-07-08,2023-08-03,16,38.0,Agente,Viajado,0.0,MARIA ELENA FLORES,Pasaje con equipaje extra,2023,7,Sin dato,0.0,Sin dato CEPALSTAT
415,13,6,8,4,2023-06-24,2023-06-29,4,35.28,Agente,Viajado,10.0,ROSA ANGELICA CHOQUE LIMACHI,Sin observaciones,2023,6,Sin dato,0.0,Sin dato CEPALSTAT
416,10,16,6,10,2024-01-24,2024-01-28,7,79.2,Agente,Viajado,0.0,MONICA CECILIA CASTRO PONCE,Pasaje con equipaje extra,2024,1,Sin dato,0.0,Sin dato CEPALSTAT
417,8,11,4,11,2023-07-03,2023-07-28,30,74.2,Telefono,Viajado,0.0,ROBERTO CARLOS VILLANUEVA RAMOS,Pasaje con equipaje extra,2023,7,Sin dato,0.0,Sin dato CEPALSTAT
418,1,14,1,1,2023-04-26,2023-05-16,16,112.32,Web,Viajado,10.0,JUAN CARLOS,Pasaje con equipaje extra,2023,4,Sin dato,0.0,Sin dato CEPALSTAT
419,15,12,11,13,2024-06-13,2024-06-17,10,11.0,Web,Viajado,0.0,PATRICIA ISABEL RAMOS AGUILAR,Sin observaciones,2024,6,Sin dato,0.0,Sin dato CEPALSTAT
420,4,8,1,5,2024-03-19,2024-04-01,33,123.6,Agente,Viajado,0.0,SIN REGISTRO,Sin observaciones,2024,3,Sin dato,0.0,Sin dato CEPALSTAT
421,9,20,5,12,2025-11-02,2025-11-04,4,135.0,Telefono,Viajado,0.0,CARMEN ROSA OPORTO FLORES,Pasaje con equipaje extra,2025,11,Sin dato,0.0,Sin dato CEPALSTAT
422,8,9,4,11,2024-06-10,2024-07-06,34,72.1,Web,Viajado,0.0,LUIS FERNANDO MENDOZA ARCE,Sin observaciones,2024,6,Sin dato,0.0,Sin dato CEPALSTAT
423,11,20,7,4,2025-03-02,2025-03-25,24,33.12,Ventanilla,Viajado,10.0,CARMEN ROSA OPORTO FLORES,Sin observaciones,2025,3,Sin dato,0.0,Sin dato CEPALSTAT
424,11,17,7,4,2023-03-25,2023-04-07,42,39.2,Agente,Viajado,0.0,RICARDO ERNESTO PONCE MONTA?O,Sin observaciones,2023,3,Sin dato,0.0,Sin dato CEPALSTAT
425,7,3,3,3,2024-07-11,2024-08-10,14,99.0,Agente,Viajado,10.0,PEDRO ANTONIO GUTIERREZ VACA,Pasajero adulto mayor,2024,7,Sin dato,0.0,Sin dato CEPALSTAT
426,15,6,11,13,2025-11-28,2025-12-17,11,8.73,Ventanilla,Viajado,10.0,ROSA ANGELICA CHOQUE LIMACHI,Pasaje con equipaje extra,2025,11,Sin dato,0.0,Sin dato CEPALSTAT
427,13,2,8,4,2025-01-31,2025-02-27,44,33.25,Agente,Viajado,0.0,MARIA ELENA FLORES TARQUI,Pasajero adulto mayor,2025,1,Sin dato,0.0,Sin dato CEPALSTAT
428,3,20,1,3,2025-11-29,2025-12-02,1,123.6,Ventanilla,Cancelado,0.0,CARMEN ROSA OPORTO FLORES,Sin observaciones,2025,11,Sin dato,0.0,Sin dato CEPALSTAT
429,1,4,1,1,2024-07-14,2024-07-17,27,132.0,Web,Viajado,0.0,ANA LUISA CONDORI HUANCA,Sin observaciones,2024,7,Sin dato,0.0,Sin dato CEPALSTAT
430,14,10,10,13,2025-11-13,2025-12-04,41,26.5,Agente,Viajado,0.0,GLORIA BEATRIZ ARCE VILLANUEVA,Sin observaciones,2025,11,Sin dato,0.0,Sin dato CEPALSTAT
431,7,2,3,3,2023-02-28,2023-03-01,21,106.7,Web,Viajado,0.0,MARIA ELENA FLORES TARQUI,Sin observaciones,2023,2,Sin dato,0.0,Sin dato CEPALSTAT
432,15,18,11,13,2023-09-01,2023-09-24,10,8.5,Web,Viajado,0.0,SILVIA ROSARIO MONTA?O PEREZ,Pasaje con equipaje extra,2023,9,Sin dato,0.0,Sin dato CEPALSTAT
