id_venta,id_itinerario,id_pasajero,id_ruta,id_empresa,fecha_venta,fecha_viaje,numero_asiento,monto_pagado,canal_venta,estado_pasaje,descuento_aplicado,nombre_pasajero_registrado,observaciones,anio_venta,mes_venta
172,7,20,3,3,2025-04-21,2025-04-23,16,113.3,Telefono,Cancelado,0.0,CARMEN ROSA OPORTO FLORES,Pasaje con equipaje extra,2025,4
173,6,18,2,8,2025-01-24,2025-02-18,1,120.96,Ventanilla,Viajado,10.0,SILVIA ROSARIO MONTAÑO PEREZ,Sin observaciones,2025,1
174,4,18,1,5,2025-01-14,2025-02-01,27,122.4,Telefono,Viajado,0.0,SILVIA ROSARIO MONTAÑO PEREZ,Pasaje con equipaje extra,2025,1
175,15,18,11,13,2023-10-17,2023-10-25,16,10.3,Ventanilla,Viajado,0.0,SILVIA ROSARIO MONTAÑO PEREZ,Sin observaciones,2023,10
176,9,9,5,12,2024-04-25,2024-05-08,34,125.55,Agente,Viajado,10.0,LUIS FERNANDO MENDOZA ARCE,Pasaje con equipaje extra,2024,4
177,15,8,11,13,2024-06-21,2024-07-01,7,10.3,Ventanilla,Cancelado,0.0,SANDRA PATRICIA TORREZ MENDOZA,Pasaje con equipaje extra,2024,6
178,5,15,2,2,2025-01-08,2025-01-10,46,159.6,Telefono,Viajado,0.0,JORGE EDUARDO IBAÑEZ CASTRO,Sin observaciones,2025,1
179,10,13,6,10,2023-05-27,2023-06-20,44,84.6,Web,Viajado,0.0,FERNANDO JOSE AGUILAR SALINAS,Sin observaciones,2023,5
180,12,1,7,6,2025-08-28,2025-09-17,31,41.2,Agente,Viajado,0.0,SIN REGISTRO,Pasajero adulto mayor,2025,8
181,9,6,5,12,2024-06-10,2024-07-05,31,124.2,Agente,Viajado,10.0,ROSA ANGELICA CHOQUE LIMACHI,Pasaje con equipaje extra,2024,6
182,9,15,5,12,2025-11-03,2025-11-11,41,151.5,Ventanilla,Viajado,0.0,JORGE EDUARDO IBAÑEZ CASTRO,Sin observaciones,2025,11
183,9,1,5,12,2023-09-26,2023-10-18,2,139.5,Telefono,Viajado,0.0,JUAN CARLOS MAMANI QUISPE,Sin observaciones,2023,9
184,10,10,6,10,2023-07-06,2023-07-13,32,70.47,Telefono,Viajado,10.0,MARIA ELENA FLORES,Pasajero adulto mayor,2023,7
185,7,12,3,3,2023-09-06,2023-09-27,26,118.8,Web,Viajado,0.0,PATRICIA ISABEL RAMOS AGUILAR,Pasajero adulto mayor,2023,9
186,2,19,1,1,2024-12-28,2025-01-02,13,122.04,Agente,Viajado,10.0,DANIEL ALEJANDRO PEREZ OPORTO,Sin observaciones,2024,12
187,15,13,11,13,2025-04-28,2025-05-15,33,9.0,Telefono,Viajado,0.0,FERNANDO JOSE AGUILAR SALINAS,Pasaje con equipaje extra,2025,4
188,9,5,5,12,2023-01-20,2023-02-12,3,114.75,Web,Viajado,10.0,CARLOS ALBERTO VARGAS TORREZ,Pasajero adulto mayor,2023,1
189,8,2,4,11,2023-03-11,2023-03-28,8,63.7,Web,Viajado,0.0,MARIA ELENA FLORES TARQUI,Sin observaciones,2023,3
190,13,18,8,4,2025-07-30,2025-08-01,24,38.5,Agente,Cancelado,0.0,JUAN CARLOS,Pasajero adulto mayor,2025,7
191,3,4,1,3,2024-09-17,2024-09-30,9,118.8,Agente,Cancelado,0.0,ANA LUISA CONDORI HUANCA,Pasajero adulto mayor,2024,9
192,9,16,5,12,2023-06-14,2023-06-18,1,147.0,Web,Cancelado,0.0,MONICA CECILIA CASTRO PONCE,Sin observaciones,2023,6
193,3,15,1,3,2024-09-04,2024-09-16,4,118.8,Ventanilla,Viajado,0.0,JORGE EDUARDO IBAÑEZ CASTRO,Sin observaciones,2024,9
194,2,7,1,1,2024-03-29,2024-03-30,1,135.6,Telefono,Viajado,0.0,MIGUEL ANGEL QUISPE MAMANI,Sin observaciones,2024,3
195,8,17,4,11,2024-06-07,2024-06-12,20,71.4,Telefono,Viajado,0.0,RICARDO ERNESTO PONCE MONTAÑO,Sin observaciones,2024,6
196,11,17,7,4,2023-07-28,2023-08-01,20,31.68,Web,Viajado,10.0,RICARDO ERNESTO PONCE MONTAÑO,Sin observaciones,2023,7
197,11,17,7,4,2025-05-04,2025-05-05,3,34.2,Telefono,Viajado,10.0,RICARDO ERNESTO PONCE MONTAÑO,Sin observaciones,2025,5
198,1,19,1,1,2024-06-20,2024-07-16,20,113.4,Agente,Viajado,10.0,DANIEL ALEJANDRO PEREZ OPORTO,Sin observaciones,2024,6
199,1,5,1,1,2025-07-19,2025-08-06,10,129.6,Ventanilla,Viajado,0.0,CARLOS ALBERTO VARGAS TORREZ,Sin observaciones,2025,7
200,3,7,1,3,2025-10-09,2025-10-31,31,132.0,Ventanilla,Cancelado,0.0,SIN REGISTRO,Pasaje con equipaje extra,2025,10
201,11,10,7,4,2025-09-01,2025-09-30,4,35.2,Web,Viajado,0.0,GLORIA BEATRIZ ARCE VILLANUEVA,Pasajero adulto mayor,2025,9
202,10,17,6,10,2024-08-24,2024-09-05,1,90.9,Agente,Viajado,0.0,RICARDO ERNESTO PONCE MONTAÑO,Pasaje con equipaje extra,2024,8
203,6,6,2,8,2024-04-16,2024-05-10,23,147.0,Ventanilla,Viajado,0.0,ROSA ANGELICA CHOQUE LIMACHI,Pasaje con equipaje extra,2024,4
204,5,4,2,2,2025-05-03,2025-05-10,38,147.0,Agente,Viajado,0.0,ANA LUISA CONDORI HUANCA,Sin observaciones,2025,5
205,5,7,2,2,2024-08-14,2024-08-27,21,142.8,Agente,Viajado,0.0,MIGUEL ANGEL QUISPE MAMANI,Sin observaciones,2024,8
206,10,14,6,10,2025-11-27,2025-12-12,8,84.6,Agente,Viajado,0.0,CLAUDIA VERONICA SALINAS IBAÑEZ,Pasaje con equipaje extra,2025,11
207,3,2,1,3,2025-06-01,2025-06-28,11,121.2,Agente,Viajado,0.0,MARIA ELENA FLORES,Pasaje con equipaje extra,2025,6
208,11,12,7,4,2024-01-08,2024-01-25,13,39.6,Ventanilla,Confirmado,10.0,PATRICIA ISABEL RAMOS AGUILAR,Sin observaciones,2024,1
209,13,2,8,4,2023-12-09,2024-01-08,26,33.25,Telefono,Cancelado,0.0,JUAN CARLOS,Sin observaciones,2023,12
210,9,1,5,12,2025-03-04,2025-03-05,32,129.0,Web,Cancelado,0.0,JUAN CARLOS MAMANI QUISPE,Sin observaciones,2025,3
211,4,1,1,5,2023-04-06,2023-05-03,7,104.4,Agente,Viajado,0.0,JUAN CARLOS MAMANI QUISPE,Pasaje con equipaje extra,2023,4
212,3,1,1,3,2024-10-24,2024-11-11,37,102.6,Telefono,Viajado,10.0,JUAN CARLOS MAMANI QUISPE,Pasaje con equipaje extra,2024,10
213,13,6,8,4,2024-07-10,2024-08-05,20,33.71,Web,Viajado,10.0,ROSA ANGELICA CHOQUE LIMACHI,Sin observaciones,2024,7
214,15,18,11,13,2024-01-05,2024-01-16,46,10.17,Telefono,Viajado,10.0,SILVIA ROSARIO MONTAÑO PEREZ,Pasaje con equipaje extra,2024,1
215,11,3,7,4,2025-12-06,2025-12-31,17,35.6,Ventanilla,Viajado,0.0,PEDRO ANTONIO GUTIERREZ VACA,Sin observaciones,2025,12
216,6,6,2,8,2023-02-01,2023-02-06,38,115.92,Ventanilla,Viajado,10.0,ROSA ANGELICA CHOQUE LIMACHI,Sin observaciones,2023,2
217,12,15,7,6,2025-07-13,2025-08-10,43,40.32,Web,Viajado,10.0,JORGE EDUARDO IBAÑEZ CASTRO,Pasaje con equipaje extra,2025,7
218,5,14,2,2,2024-06-28,2024-07-27,24,145.6,Telefono,Cancelado,0.0,CLAUDIA VERONICA SALINAS IBAÑEZ,Pasajero adulto mayor,2024,6
219,4,15,1,5,2025-05-15,2025-05-23,23,109.2,Agente,Viajado,0.0,JORGE EDUARDO IBAÑEZ CASTRO,Pasaje con equipaje extra,2025,5
220,10,8,6,10,2023-04-07,2023-04-16,42,95.4,Ventanilla,Viajado,0.0,SIN REGISTRO,Sin observaciones,2023,4
221,10,7,6,10,2023-05-30,2023-06-01,22,81.9,Telefono,Viajado,0.0,MIGUEL ANGEL QUISPE MAMANI,Pasaje con equipaje extra,2023,5
222,6,15,2,8,2024-11-04,2024-11-14,25,119.7,Ventanilla,Viajado,10.0,JORGE EDUARDO IBAÑEZ CASTRO,Sin observaciones,2024,11
223,10,4,6,10,2023-11-03,2023-11-06,45,98.1,Telefono,Viajado,0.0,ANA LUISA CONDORI HUANCA,Sin observaciones,2023,11
224,11,11,7,4,2025-07-21,2025-08-14,41,42.0,Web,Viajado,0.0,ROBERTO CARLOS VILLANUEVA RAMOS,Pasaje con equipaje extra,2025,7
225,14,16,10,13,2025-01-08,2025-01-18,27,21.5,Web,Cancelado,0.0,MONICA CECILIA CASTRO PONCE,Sin observaciones,2025,1
226,2,5,1,1,2023-12-12,2023-12-29,23,105.6,Ventanilla,Viajado,0.0,CARLOS ALBERTO VARGAS TORREZ,Pasajero adulto mayor,2023,12
227,5,4,2,2,2024-07-14,2024-07-25,9,119.0,Ventanilla,Viajado,0.0,ANA LUISA CONDORI HUANCA,Pasaje con equipaje extra,2024,7
228,3,14,1,3,2025-08-17,2025-09-13,32,114.48,Agente,Cancelado,10.0,JUAN CARLOS,Pasaje con equipaje extra,2025,8
229,15,4,11,13,2025-09-15,2025-09-22,9,9.7,Ventanilla,Viajado,0.0,ANA LUISA CONDORI HUANCA,Sin observaciones,2025,9
230,9,12,5,12,2023-03-19,2023-04-04,7,148.5,Web,Cancelado,10.0,MARIA ELENA FLORES,Pasaje con equipaje extra,2023,3
231,13,7,8,4,2023-01-29,2023-02-20,21,34.3,Ventanilla,Viajado,0.0,MIGUEL ANGEL QUISPE MAMANI,Pasajero adulto mayor,2023,1
232,13,1,8,4,2025-12-08,2025-12-28,17,37.1,Ventanilla,Viajado,0.0,JUAN CARLOS MAMANI QUISPE,Sin observaciones,2025,12
233,11,17,7,4,2023-02-01,2023-02-20,42,38.16,Ventanilla,Cancelado,10.0,RICARDO ERNESTO PONCE MONTAÑO,Sin observaciones,2023,2
234,5,9,2,2,2023-08-17,2023-09-03,25,123.2,Ventanilla,Viajado,0.0,LUIS FERNANDO MENDOZA ARCE,Pasaje con equipaje extra,2023,8
235,15,17,11,13,2025-02-06,2025-03-08,24,9.5,Agente,Viajado,0.0,RICARDO ERNESTO PONCE MONTAÑO,Sin observaciones,2025,2
236,6,4,2,8,2025-08-06,2025-08-28,35,119.84,Telefono,Cancelado,20.0,ANA LUISA CONDORI HUANCA,Sin observaciones,2025,8
237,4,7,1,5,2025-03-19,2025-04-09,11,92.88,Web,Viajado,10.0,MIGUEL ANGEL QUISPE MAMANI,Pasaje con equipaje extra,2025,3
238,10,13,6,10,2024-05-20,2024-05-30,12,81.9,Telefono,Viajado,0.0,FERNANDO JOSE AGUILAR SALINAS,Pasaje con equipaje extra,2024,5
239,15,15,11,13,2025-07-27,2025-08-07,3,9.2,Web,Viajado,0.0,JORGE EDUARDO IBAÑEZ CASTRO,Pasajero adulto mayor,2025,7
240,15,4,11,13,2024-01-29,2024-02-17,11,10.1,Agente,Viajado,0.0,SIN REGISTRO,Pasajero adulto mayor,2024,1
241,6,9,2,8,2024-01-04,2024-01-24,26,119.0,Agente,Viajado,0.0,LUIS FERNANDO MENDOZA ARCE,Sin observaciones,2024,1
242,7,16,3,3,2024-12-28,2024-12-29,30,119.9,Agente,Viajado,0.0,MONICA CECILIA CASTRO PONCE,Sin observaciones,2024,12
243,5,7,2,2,2023-09-05,2023-10-01,37,138.6,Ventanilla,Viajado,0.0,MIGUEL ANGEL QUISPE MAMANI,Pasaje con equipaje extra,2023,9
244,14,18,10,13,2025-11-16,2025-11-17,41,22.0,Ventanilla,Cancelado,0.0,SILVIA ROSARIO MONTAÑO PEREZ,Sin observaciones,2025,11
245,11,15,7,4,2023-08-01,2023-08-13,19,35.2,Web,Viajado,0.0,JORGE EDUARDO IBAÑEZ CASTRO,Pasajero adulto mayor,2023,8
246,9,17,5,12,2025-09-05,2025-09-19,18,144.0,Web,Viajado,0.0,RICARDO ERNESTO PONCE MONTAÑO,Pasajero adulto mayor,2025,9
247,4,17,1,5,2025-02-01,2025-02-04,30,132.0,Agente,Viajado,0.0,JUAN CARLOS,Pasaje con equipaje extra,2025,2
248,15,12,11,13,2024-02-27,2024-03-25,20,10.08,Ventanilla,Viajado,10.0,PATRICIA ISABEL RAMOS AGUILAR,Sin observaciones,2024,2
249,4,11,1,5,2024-08-25,2024-09-10,19,105.6,Agente,Viajado,0.0,ROBERTO CARLOS VILLANUEVA RAMOS,Sin observaciones,2024,8
250,14,1,10,13,2025-09-18,2025-09-22,21,24.25,Web,Viajado,0.0,JUAN CARLOS MAMANI QUISPE,Pasaje con equipaje extra,2025,9
251,2,5,1,1,2025-02-04,2025-02-25,2,111.24,Telefono,Viajado,10.0,CARLOS ALBERTO VARGAS TORREZ,Sin observaciones,2025,2
252,4,4,1,5,2025-08-24,2025-09-04,42,99.36,Web,Cancelado,10.0,ANA LUISA CONDORI HUANCA,Pasaje con equipaje extra,2025,8
253,6,7,2,8,2024-10-27,2024-11-16,24,145.6,Telefono,Viajado,0.0,MARIA ELENA FLORES,Pasajero adulto mayor,2024,10
254,9,19,5,12,2024-10-18,2024-11-11,35,136.5,Agente,Viajado,0.0,DANIEL ALEJANDRO PEREZ OPORTO,Sin observaciones,2024,10
255,10,1,6,10,2024-11-21,2024-12-19,8,101.7,Ventanilla,Cancelado,0.0,JUAN CARLOS MAMANI QUISPE,Sin observaciones,2024,11
256,9,9,5,12,2023-07-02,2023-07-27,44,136.5,Telefono,Confirmado,0.0,LUIS FERNANDO MENDOZA ARCE,Pasajero adulto mayor,2023,7
257,10,17,6,10,2023-04-23,2023-05-06,45,99.9,Web,Viajado,0.0,RICARDO ERNESTO PONCE MONTAÑO,Pasajero adulto mayor,2023,4
258,13,14,8,4,2024-07-20,2024-08-11,9,25.2,Telefono,Viajado,20.0,CLAUDIA VERONICA SALINAS IBAÑEZ,Pasaje con equipaje extra,2024,7
259,10,20,6,10,2024-03-09,2024-03-16,15,79.38,Telefono,Viajado,10.0,CARMEN ROSA OPORTO FLORES,Pasajero adulto mayor,2024,3
260,6,3,2,8,2025-04-20,2025-04-30,42,117.18,Telefono,Viajado,10.0,SIN REGISTRO,Sin observaciones,2025,4
261,1,20,1,1,2023-11-12,2023-12-10,20,102.0,Web,Viajado,0.0,CARMEN ROSA OPORTO FLORES,Pasajero adulto mayor,2023,11
262,4,4,1,5,2023-10-20,2023-11-10,36,120.0,Ventanilla,Cancelado,0.0,ANA LUISA CONDORI HUANCA,Sin observaciones,2023,10
263,2,4,1,1,2022-12-19,2023-01-03,21,111.6,Agente,Viajado,0.0,ANA LUISA CONDORI HUANCA,Pasajero adulto mayor,2022,12
264,10,20,6,10,2023-12-23,2024-01-01,16,85.86,Web,Viajado,10.0,CARMEN ROSA OPORTO FLORES,Sin observaciones,2023,12
265,15,8,11,13,2024-07-23,2024-08-20,41,11.1,Agente,Cancelado,0.0,SANDRA PATRICIA TORREZ MENDOZA,Sin observaciones,2024,7
266,11,5,7,4,2024-04-04,2024-04-19,36,38.52,Telefono,Viajado,10.0,JUAN CARLOS,Sin observaciones,2024,4
267,2,2,1,1,2025-07-18,2025-07-19,2,114.48,Ventanilla,Viajado,10.0,MARIA ELENA FLORES TARQUI,Sin observaciones,2025,7
268,4,18,1,5,2025-06-16,2025-06-30,25,123.12,Ventanilla,Viajado,10.0,SILVIA ROSARIO MONTAÑO PEREZ,Sin observaciones,2025,6
269,2,13,1,1,2023-01-26,2023-01-30,2,111.6,Telefono,Cancelado,0.0,FERNANDO JOSE AGUILAR SALINAS,Sin observaciones,2023,1
270,15,5,11,13,2023-11-25,2023-12-20,12,10.2,Agente,Cancelado,0.0,CARLOS ALBERTO VARGAS TORREZ,Sin observaciones,2023,11
271,3,13,1,3,2025-07-09,2025-07-31,31,121.2,Ventanilla,Viajado,0.0,FERNANDO JOSE AGUILAR SALINAS,Sin observaciones,2025,7
272,10,2,6,10,2024-02-08,2024-02-26,32,83.43,Web,Viajado,10.0,MARIA ELENA FLORES TARQUI,Sin observaciones,2024,2
273,6,18,2,8,2025-01-30,2025-02-10,28,159.6,Ventanilla,Cancelado,0.0,SILVIA ROSARIO MONTAÑO PEREZ,Sin observaciones,2025,1
274,2,17,1,1,2025-07-16,2025-08-10,15,111.6,Telefono,Viajado,0.0,RICARDO ERNESTO PONCE MONTAÑO,Pasajero adulto mayor,2025,7
275,1,5,1,1,2023-06-22,2023-06-26,25,120.0,Agente,Viajado,0.0,CARLOS ALBERTO VARGAS TORREZ,Sin observaciones,2023,6
276,12,3,7,6,2025-03-18,2025-04-16,9,45.6,Agente,Viajado,0.0,MARIA ELENA FLORES,Sin observaciones,2025,3
277,5,14,2,2,2024-12-12,2024-12-23,36,143.64,Ventanilla,Viajado,10.0,CLAUDIA VERONICA SALINAS IBAÑEZ,Pasaje con equipaje extra,2024,12
278,1,10,1,1,2024-03-24,2024-04-11,23,114.0,Ventanilla,Viajado,0.0,GLORIA BEATRIZ ARCE VILLANUEVA,Sin observaciones,2024,3
279,10,15,6,10,2023-08-11,2023-09-02,45,87.3,Telefono,Cancelado,0.0,JORGE EDUARDO IBAÑEZ CASTRO,Pasajero adulto mayor,2023,8
280,9,20,5,12,2025-05-20,2025-06-15,11,153.0,Telefono,Viajado,0.0,SIN REGISTRO,Pasaje con equipaje extra,2025,5
281,7,7,3,3,2025-09-03,2025-09-21,25,93.06,Web,Confirmado,10.0,MIGUEL ANGEL QUISPE MAMANI,Pasajero adulto mayor,2025,9
282,5,19,2,2,2025-03-04,2025-03-31,19,140.0,Agente,Viajado,0.0,DANIEL ALEJANDRO PEREZ OPORTO,Sin observaciones,2025,3
283,10,7,6,10,2025-04-07,2025-04-11,15,75.33,Telefono,Cancelado,10.0,MIGUEL ANGEL QUISPE MAMANI,Pasaje con equipaje extra,2025,4
284,15,8,11,13,2025-11-22,2025-12-02,41,8.55,Agente,Cancelado,10.0,SANDRA PATRICIA TORREZ MENDOZA,Pasaje con equipaje extra,2025,11
285,13,1,8,4,2024-12-03,2024-12-20,22,30.45,Web,Viajado,0.0,JUAN CARLOS,Sin observaciones,2024,12
286,13,18,8,4,2023-09-12,2023-10-04,33,38.15,Web,Viajado,0.0,SILVIA ROSARIO MONTAÑO PEREZ,Sin observaciones,2023,9
287,12,5,7,6,2025-03-18,2025-03-21,19,36.4,Web,Cancelado,0.0,CARLOS ALBERTO VARGAS TORREZ,Pasajero adulto mayor,2025,3
288,11,20,7,4,2024-10-28,2024-11-08,7,37.8,Agente,Viajado,10.0,CARMEN ROSA OPORTO FLORES,Pasaje con equipaje extra,2024,10
289,1,6,1,1,2025-11-05,2025-11-17,24,108.0,Agente,Cancelado,0.0,ROSA ANGELICA CHOQUE LIMACHI,Sin observaciones,2025,11
290,8,4,4,11,2023-01-25,2023-02-23,37,66.78,Telefono,Viajado,10.0,ANA LUISA CONDORI HUANCA,Sin observaciones,2023,1
291,5,18,2,2,2024-10-14,2024-11-10,1,142.8,Telefono,Cancelado,0.0,SILVIA ROSARIO MONTAÑO PEREZ,Sin observaciones,2024,10
292,9,18,5,12,2023-05-25,2023-06-05,1,159.0,Telefono,Viajado,0.0,SILVIA ROSARIO MONTAÑO PEREZ,Sin observaciones,2023,5
293,15,2,11,13,2025-04-09,2025-05-01,27,11.1,Web,Viajado,0.0,MARIA ELENA FLORES TARQUI,Pasaje con equipaje extra,2025,4
294,6,13,2,8,2024-12-03,2024-12-04,31,138.6,Ventanilla,Viajado,10.0,FERNANDO JOSE AGUILAR SALINAS,Sin observaciones,2024,12
295,5,6,2,2,2024-03-11,2024-04-04,7,151.2,Agente,Viajado,0.0,ROSA ANGELICA CHOQUE LIMACHI,Pasajero adulto mayor,2024,3
296,3,14,1,3,2024-05-23,2024-06-20,15,110.4,Ventanilla,Viajado,0.0,CLAUDIA VERONICA SALINAS IBAÑEZ,Pasajero adulto mayor,2024,5
297,13,20,8,4,2024-11-21,2024-12-11,28,36.05,Ventanilla,Viajado,0.0,CARMEN ROSA OPORTO FLORES,Pasaje con equipaje extra,2024,11
298,11,15,7,4,2023-05-27,2023-06-20,12,35.2,Ventanilla,Viajado,0.0,JORGE EDUARDO IBAÑEZ CASTRO,Pasaje con equipaje extra,2023,5
299,8,20,4,11,2025-09-25,2025-10-23,42,75.6,Ventanilla,Viajado,0.0,MARIA ELENA FLORES,Pasaje con equipaje extra,2025,9
300,8,2,4,11,2024-05-28,2024-06-04,16,68.6,Telefono,Viajado,0.0,SIN REGISTRO,Pasajero adulto mayor,2024,5
301,11,19,7,4,2024-02-23,2024-02-24,29,29.44,Web,Viajado,20.0,DANIEL ALEJANDRO PEREZ OPORTO,Pasajero adulto mayor,2024,2
302,5,18,2,2,2023-12-08,2023-12-18,30,123.48,Ventanilla,Viajado,10.0,SILVIA ROSARIO MONTAÑO PEREZ,Pasajero adulto mayor,2023,12
303,7,20,3,3,2023-01-13,2023-02-04,21,123.2,Agente,Viajado,0.0,CARMEN ROSA OPORTO FLORES,Sin observaciones,2023,1
304,4,13,1,5,2024-08-16,2024-09-06,38,135.6,Ventanilla,Viajado,0.0,JUAN CARLOS,Sin observaciones,2024,8
305,5,11,2,2,2025-07-20,2025-07-26,39,128.52,Web,Confirmado,10.0,ROBERTO CARLOS VILLANUEVA RAMOS,Sin observaciones,2025,7
306,2,6,1,1,2023-09-15,2023-09-28,15,110.4,Ventanilla,Viajado,0.0,ROSA ANGELICA CHOQUE LIMACHI,Pasaje con equipaje extra,2023,9
307,2,4,1,1,2024-08-27,2024-09-21,6,117.6,Web,Viajado,0.0,ANA LUISA CONDORI HUANCA,Sin observaciones,2024,8
308,8,17,4,11,2023-07-30,2023-08-16,2,79.1,Telefono,Viajado,0.0,RICARDO ERNESTO PONCE MONTAÑO,Sin observaciones,2023,7
309,14,14,10,13,2024-11-25,2024-12-18,6,28.25,Ventanilla,Cancelado,0.0,CLAUDIA VERONICA SALINAS IBAÑEZ,Pasaje con equipaje extra,2024,11
310,2,3,1,1,2025-04-18,2025-04-29,12,105.6,Agente,Cancelado,0.0,PEDRO ANTONIO GUTIERREZ VACA,Pasaje con equipaje extra,2025,4
311,5,17,2,2,2025-06-01,2025-07-01,46,144.2,Agente,Viajado,0.0,RICARDO ERNESTO PONCE MONTAÑO,Pasaje con equipaje extra,2025,6
312,11,3,7,4,2025-01-15,2025-01-31,4,37.08,Agente,Viajado,10.0,PEDRO ANTONIO GUTIERREZ VACA,Pasaje con equipaje extra,2025,1
313,14,14,10,13,2025-08-22,2025-08-29,4,21.75,Web,Viajado,0.0,CLAUDIA VERONICA SALINAS IBAÑEZ,Sin observaciones,2025,8
314,6,13,2,8,2025-08-13,2025-08-15,32,137.2,Web,Viajado,0.0,FERNANDO JOSE AGUILAR SALINAS,Sin observaciones,2025,8
315,9,1,5,12,2023-12-10,2024-01-07,2,130.95,Ventanilla,Viajado,10.0,JUAN CARLOS MAMANI QUISPE,Sin observaciones,2023,12
316,7,2,3,3,2024-05-10,2024-06-07,37,99.99,Telefono,Viajado,10.0,MARIA ELENA FLORES TARQUI,Sin observaciones,2024,5
317,12,10,7,6,2023-09-02,2023-09-25,18,42.8,Web,Viajado,0.0,GLORIA BEATRIZ ARCE VILLANUEVA,Pasaje con equipaje extra,2023,9
318,14,19,10,13,2025-01-07,2025-01-29,15,24.5,Web,Viajado,0.0,DANIEL ALEJANDRO PEREZ OPORTO,Sin observaciones,2025,1
319,10,2,6,10,2024-08-05,2024-08-22,36,89.91,Telefono,Viajado,10.0,MARIA ELENA FLORES TARQUI,Pasajero adulto mayor,2024,8
320,12,6,7,6,2025-12-03,2025-12-10,20,34.0,Telefono,Viajado,0.0,SIN REGISTRO,Sin observaciones,2025,12
321,9,16,5,12,2025-05-13,2025-06-10,30,135.0,Telefono,Viajado,0.0,MONICA CECILIA CASTRO PONCE,Pasaje con equipaje extra,2025,5
322,1,12,1,1,2025-04-21,2025-04-26,14,121.2,Agente,Viajado,0.0,MARIA ELENA FLORES,Pasaje con equipaje extra,2025,4
323,14,20,10,13,2024-05-14,2024-06-12,17,28.5,Web,Cancelado,0.0,JUAN CARLOS,Pasaje con equipaje extra,2024,5
324,14,8,10,13,2023-01-22,2023-02-20,46,25.43,Agente,Viajado,10.0,SANDRA PATRICIA TORREZ MENDOZA,Sin observaciones,2023,1
325,14,4,10,13,2025-08-03,2025-08-27,30,22.75,Agente,Cancelado,0.0,ANA LUISA CONDORI HUANCA,Pasajero adulto mayor,2025,8
326,15,19,11,13,2023-07-18,2023-07-20,6,7.92,Agente,Viajado,10.0,DANIEL ALEJANDRO PEREZ OPORTO,Pasaje con equipaje extra,2023,7
327,2,8,1,1,2025-06-08,2025-06-17,39,123.12,Ventanilla,Viajado,10.0,SANDRA PATRICIA TORREZ MENDOZA,Pasaje con equipaje extra,2025,6
328,14,17,10,13,2024-08-03,2024-08-15,2,28.25,Telefono,Confirmado,0.0,RICARDO ERNESTO PONCE MONTAÑO,Sin observaciones,2024,8
329,13,13,8,4,2025-03-23,2025-03-30,28,34.65,Ventanilla,Viajado,10.0,FERNANDO JOSE AGUILAR SALINAS,Pasajero adulto mayor,2025,3
330,3,16,1,3,2024-10-12,2024-10-22,34,134.4,Web,Viajado,0.0,MONICA CECILIA CASTRO PONCE,Pasaje con equipaje extra,2024,10
331,3,12,1,3,2025-02-20,2025-03-21,12,92.88,Web,Cancelado,10.0,PATRICIA ISABEL RAMOS AGUILAR,Pasajero adulto mayor,2025,2
332,8,7,4,11,2025-05-07,2025-06-01,32,65.8,Ventanilla,Viajado,0.0,MIGUEL ANGEL QUISPE MAMANI,Pasajero adulto mayor,2025,5
333,8,6,4,11,2024-06-23,2024-07-23,25,64.89,Ventanilla,Viajado,10.0,ROSA ANGELICA CHOQUE LIMACHI,Pasajero adulto mayor,2024,6
334,12,20,7,6,2025-05-24,2025-06-07,9,37.08,Agente,Cancelado,10.0,CARMEN ROSA OPORTO FLORES,Pasajero adulto mayor,2025,5
335,7,6,3,3,2024-06-14,2024-06-26,31,106.92,Ventanilla,Viajado,10.0,ROSA ANGELICA CHOQUE LIMACHI,Sin observaciones,2024,6
336,6,3,2,8,2024-05-15,2024-05-30,41,143.64,Telefono,Viajado,10.0,PEDRO ANTONIO GUTIERREZ VACA,Pasajero adulto mayor,2024,5
337,8,1,4,11,2025-01-18,2025-02-11,11,54.18,Agente,Viajado,10.0,JUAN CARLOS MAMANI QUISPE,Pasaje con equipaje extra,2025,1
338,10,4,6,10,2025-01-13,2025-01-15,21,83.7,Web,Viajado,0.0,ANA LUISA CONDORI HUANCA,Sin observaciones,2025,1
339,4,12,1,5,2024-08-18,2024-09-10,19,115.2,Agente,Viajado,0.0,PATRICIA ISABEL RAMOS AGUILAR,Sin observaciones,2024,8
340,8,13,4,11,2025-06-16,2025-07-16,25,72.8,Ventanilla,Viajado,0.0,SIN REGISTRO,Pasaje con equipaje extra,2025,6
341,1,8,1,1,2024-11-07,2024-11-28,21,112.8,Agente,Viajado,0.0,SANDRA PATRICIA TORREZ MENDOZA,Sin observaciones,2024,11
342,14,20,10,13,2025-11-28,2025-11-30,44,27.5,Web,Viajado,0.0,JUAN CARLOS,Pasajero adulto mayor,2025,11
343,2,18,1,1,2023-08-26,2023-09-20,18,111.24,Ventanilla,Viajado,10.0,SILVIA ROSARIO MONTAÑO PEREZ,Sin observaciones,2023,8
344,4,8,1,5,2023-11-14,2023-11-18,25,105.84,Ventanilla,Viajado,10.0,SANDRA PATRICIA TORREZ MENDOZA,Pasaje con equipaje extra,2023,11
