id_venta,id_itinerario,id_pasajero,id_ruta,id_empresa,fecha_venta,fecha_viaje,numero_asiento,monto_pagado,canal_venta,estado_pasaje,descuento_aplicado,nombre_pasajero_registrado,observaciones,anio_venta,mes_venta
173,14,4,10,13,2023-08-31,2023-09-05,46,23.25,Telefono,Viajado,0.0,ANA LUISA CONDORI HUANCA,Pasaje con equipaje extra,2023,8
174,6,11,2,8,2024-03-25,2024-04-13,36,142.8,Web,Viajado,0.0,ROBERTO CARLOS VILLANUEVA RAMOS,Pasaje con equipaje extra,2024,3
175,14,7,10,13,2024-07-24,2024-08-01,8,21.83,Agente,Cancelado,10.0,MIGUEL ANGEL QUISPE MAMANI,Sin observaciones,2024,7
176,8,20,4,11,2024-12-27,2025-01-22,24,70.7,Agente,Cancelado,0.0,CARMEN ROSA OPORTO FLORES,Pasaje con equipaje extra,2024,12
177,2,13,1,1,2023-05-23,2023-05-25,14,118.8,Agente,Viajado,0.0,FERNANDO JOSE AGUILAR SALINAS,Sin observaciones,2023,5
178,6,10,2,8,2023-05-07,2023-05-29,39,147.0,Ventanilla,Cancelado,0.0,GLORIA BEATRIZ ARCE VILLANUEVA,Pasaje con equipaje extra,2023,5
179,5,19,2,2,2023-02-14,2023-02-16,25,138.6,Agente,Cancelado,0.0,DANIEL ALEJANDRO PEREZ OPORTO,Pasaje con equipaje extra,2023,2
180,15,3,11,13,2025-04-05,2025-04-20,19,11.3,Agente,Viajado,0.0,SIN REGISTRO,Pasajero adulto mayor,2025,4
181,10,5,6,10,2024-02-21,2024-02-29,2,82.8,Agente,Viajado,0.0,CARLOS ALBERTO VARGAS TORREZ,Sin observaciones,2024,2
182,9,10,5,12,2025-07-11,2025-07-18,5,122.85,Agente,Cancelado,10.0,GLORIA BEATRIZ ARCE VILLANUEVA,Pasaje con equipaje extra,2025,7
183,6,19,2,8,2023-06-21,2023-06-25,6,129.78,Ventanilla,Viajado,10.0,DANIEL ALEJANDRO PEREZ OPORTO,Pasajero adulto mayor,2023,6
184,1,17,1,1,2024-02-17,2024-03-15,13,114.0,Web,Viajado,0.0,MARIA ELENA FLORES,Pasaje con equipaje extra,2024,2
185,12,10,7,6,2024-11-24,2024-12-12,37,33.12,Web,Cancelado,10.0,GLORIA BEATRIZ ARCE VILLANUEVA,Pasajero adulto mayor,2024,11
186,10,3,6,10,2023-03-24,2023-04-14,33,81.9,Agente,Viajado,0.0,PEDRO ANTONIO GUTIERREZ VACA,Pasaje con equipaje extra,2023,3
187,6,3,2,8,2024-04-27,2024-05-23,35,156.8,Telefono,Viajado,0.0,PEDRO ANTONIO GUTIERREZ VACA,Sin observaciones,2024,4
188,1,14,1,1,2023-09-14,2023-09-17,35,104.64,Agente,Cancelado,20.0,CLAUDIA VERONICA SALINAS IBA?EZ,Sin observaciones,2023,9
189,9,8,5,12,2024-09-21,2024-10-14,4,157.5,Ventanilla,Viajado,0.0,SANDRA PATRICIA TORREZ MENDOZA,Pasaje con equipaje extra,2024,9
190,7,17,3,3,2024-10-01,2024-10-14,4,96.03,Telefono,Viajado,10.0,JUAN CARLOS,Pasaje con equipaje extra,2024,10
191,12,17,7,6,2024-10-17,2024-10-25,19,44.0,Agente,Viajado,0.0,RICARDO ERNESTO PONCE MONTA?O,Pasajero adulto mayor,2024,10
192,13,4,8,4,2025-11-10,2025-11-11,15,34.65,Telefono,Viajado,0.0,ANA LUISA CONDORI HUANCA,Sin observaciones,2025,11
193,13,13,8,4,2024-10-03,2024-10-17,13,32.2,Telefono,Viajado,0.0,FERNANDO JOSE AGUILAR SALINAS,Sin observaciones,2024,10
194,15,9,11,13,2023-06-06,2023-07-02,31,8.88,Web,Viajado,20.0,LUIS FERNANDO MENDOZA ARCE,Sin observaciones,2023,6
195,1,9,1,1,2023-12-19,2024-01-08,21,93.96,Web,Viajado,10.0,LUIS FERNANDO MENDOZA ARCE,Sin observaciones,2023,12
196,5,14,2,2,2025-10-06,2025-10-20,12,155.4,Ventanilla,Viajado,0.0,CLAUDIA VERONICA SALINAS IBA?EZ,Pasaje con equipaje extra,2025,10
197,6,3,2,8,2025-08-26,2025-08-30,3,133.56,Ventanilla,Viajado,10.0,PEDRO ANTONIO GUTIERREZ VACA,Sin observaciones,2025,8
198,3,1,1,3,2024-02-19,2024-03-04,25,130.8,Web,Cancelado,0.0,JUAN CARLOS MAMANI QUISPE,Sin observaciones,2024,2
199,12,9,7,6,2023-05-06,2023-05-14,29,33.12,Web,Viajado,10.0,LUIS FERNANDO MENDOZA ARCE,Pasajero adulto mayor,2023,5
200,2,4,1,1,2025-07-30,2025-08-23,30,108.0,Web,Viajado,0.0,SIN REGISTRO,Pasajero adulto mayor,2025,7
201,14,19,10,13,2025-01-18,2025-01-24,6,22.75,Agente,Cancelado,0.0,DANIEL ALEJANDRO PEREZ OPORTO,Pasaje con equipaje extra,2025,1
202,15,19,11,13,2023-11-02,2023-11-28,16,9.36,Web,Viajado,10.0,DANIEL ALEJANDRO PEREZ OPORTO,Pasajero adulto mayor,2023,11
203,6,8,2,8,2024-06-17,2024-07-17,37,128.52,Telefono,Cancelado,10.0,SANDRA PATRICIA TORREZ MENDOZA,Pasaje con equipaje extra,2024,6
204,8,10,4,11,2024-01-12,2024-02-09,38,72.1,Agente,Viajado,0.0,GLORIA BEATRIZ ARCE VILLANUEVA,Sin observaciones,2024,1
205,11,7,7,4,2025-06-02,2025-07-02,8,36.0,Web,Cancelado,0.0,MIGUEL ANGEL QUISPE MAMANI,Sin observaciones,2025,6
206,2,11,1,1,2024-07-09,2024-07-13,32,117.72,Ventanilla,Viajado,10.0,ROBERTO CARLOS VILLANUEVA RAMOS,Pasaje con equipaje extra,2024,7
207,15,7,11,13,2023-07-15,2023-08-06,9,9.54,Telefono,Cancelado,10.0,MARIA ELENA FLORES,Pasaje con equipaje extra,2023,7
208,15,13,11,13,2024-07-11,2024-07-29,22,9.8,Web,Cancelado,0.0,FERNANDO JOSE AGUILAR SALINAS,Sin observaciones,2024,7
209,7,16,3,3,2023-01-16,2023-02-07,16,101.2,Ventanilla,Viajado,0.0,JUAN CARLOS,Pasajero adulto mayor,2023,1
210,1,16,1,1,2022-12-23,2023-01-09,26,126.0,Web,Viajado,0.0,MONICA CECILIA CASTRO PONCE,Sin observaciones,2022,12
211,2,6,1,1,2024-11-29,2024-12-11,7,93.96,Ventanilla,Cancelado,10.0,ROSA ANGELICA CHOQUE LIMACHI,Pasajero adulto mayor,2024,11
212,8,9,4,11,2025-04-27,2025-05-26,22,65.8,Agente,Viajado,0.0,LUIS FERNANDO MENDOZA ARCE,Sin observaciones,2025,4
213,5,6,2,2,2023-03-31,2023-04-15,28,124.74,Telefono,Viajado,10.0,ROSA ANGELICA CHOQUE LIMACHI,Pasaje con equipaje extra,2023,3
214,9,9,5,12,2024-03-15,2024-03-26,21,138.0,Telefono,Viajado,0.0,LUIS FERNANDO MENDOZA ARCE,Pasajero adulto mayor,2024,3
215,8,7,4,11,2024-05-13,2024-06-03,2,67.41,Web,Viajado,10.0,MIGUEL ANGEL QUISPE MAMANI,Sin observaciones,2024,5
216,11,19,7,4,2023-09-05,2023-09-24,27,45.6,Web,Viajado,0.0,DANIEL ALEJANDRO PEREZ OPORTO,Pasaje con equipaje extra,2023,9
217,8,4,4,11,2023-08-19,2023-08-30,3,71.4,Web,Cancelado,0.0,ANA LUISA CONDORI HUANCA,Pasajero adulto mayor,2023,8
218,2,3,1,1,2025-08-12,2025-09-09,44,122.4,Web,Cancelado,0.0,PEDRO ANTONIO GUTIERREZ VACA,Pasaje con equipaje extra,2025,8
219,8,17,4,11,2025-03-21,2025-04-03,12,62.3,Agente,Viajado,0.0,RICARDO ERNESTO PONCE MONTA?O,Sin observaciones,2025,3
220,1,19,1,1,2024-04-13,2024-04-26,24,117.6,Agente,Confirmado,0.0,SIN REGISTRO,Sin observaciones,2024,4
221,6,17,2,8,2023-10-30,2023-11-18,45,121.8,Telefono,Cancelado,0.0,RICARDO ERNESTO PONCE MONTA?O,Sin observaciones,2023,10
222,11,8,7,4,2025-05-03,2025-05-08,33,45.6,Web,Viajado,0.0,SANDRA PATRICIA TORREZ MENDOZA,Pasajero adulto mayor,2025,5
223,8,9,4,11,2024-08-12,2024-08-22,28,72.8,Web,Viajado,0.0,LUIS FERNANDO MENDOZA ARCE,Sin observaciones,2024,8
224,3,1,1,3,2025-04-21,2025-05-20,42,116.64,Telefono,Viajado,10.0,JUAN CARLOS MAMANI QUISPE,Pasaje con equipaje extra,2025,4
225,1,16,1,1,2023-12-24,2024-01-14,30,128.4,Ventanilla,Viajado,0.0,MONICA CECILIA CASTRO PONCE,Pasajero adulto mayor,2023,12
226,2,14,1,1,2023-07-26,2023-08-02,22,127.2,Web,Viajado,0.0,CLAUDIA VERONICA SALINAS IBA?EZ,Sin observaciones,2023,7
227,12,11,7,6,2024-11-10,2024-11-29,16,36.4,Agente,Viajado,0.0,ROBERTO CARLOS VILLANUEVA RAMOS,Pasajero adulto mayor,2024,11
228,11,4,7,4,2025-09-09,2025-10-05,42,37.2,Web,Viajado,0.0,JUAN CARLOS,Pasaje con equipaje extra,2025,9
229,3,10,1,3,2023-03-17,2023-04-16,23,104.64,Ventanilla,Viajado,20.0,GLORIA BEATRIZ ARCE VILLANUEVA,Pasaje con equipaje extra,2023,3
230,3,9,1,3,2024-10-25,2024-10-28,24,136.8,Telefono,Viajado,0.0,MARIA ELENA FLORES,Pasaje con equipaje extra,2024,10
231,5,13,2,2,2024-06-03,2024-06-25,36,155.4,Agente,Viajado,0.0,FERNANDO JOSE AGUILAR SALINAS,Pasaje con equipaje extra,2024,6
232,15,10,11,13,2025-09-27,2025-09-28,18,9.1,Web,Cancelado,0.0,GLORIA BEATRIZ ARCE VILLANUEVA,Pasajero adulto mayor,2025,9
233,15,8,11,13,2025-02-21,2025-03-12,23,10.17,Web,Viajado,10.0,SANDRA PATRICIA TORREZ MENDOZA,Pasaje con equipaje extra,2025,2
234,15,17,11,13,2024-01-01,2024-01-14,39,11.2,Ventanilla,Viajado,0.0,RICARDO ERNESTO PONCE MONTA?O,Pasajero adulto mayor,2024,1
235,8,15,4,11,2023-05-05,2023-05-29,24,71.4,Web,Viajado,0.0,JORGE EDUARDO IBA?EZ CASTRO,Pasaje con equipaje extra,2023,5
236,1,15,1,1,2024-12-01,2024-12-08,43,109.2,Ventanilla,Viajado,0.0,JORGE EDUARDO IBA?EZ CASTRO,Pasaje con equipaje extra,2024,12
237,9,11,5,12,2024-09-17,2024-09-28,31,162.0,Agente,Viajado,0.0,ROBERTO CARLOS VILLANUEVA RAMOS,Pasajero adulto mayor,2024,9
238,1,1,1,1,2024-02-24,2024-03-02,4,93.96,Web,Viajado,10.0,JUAN CARLOS MAMANI QUISPE,Sin observaciones,2024,2
239,9,4,5,12,2024-01-06,2024-01-17,43,130.95,Telefono,Viajado,10.0,ANA LUISA CONDORI HUANCA,Sin observaciones,2024,1
240,2,17,1,1,2025-03-07,2025-04-02,8,102.6,Web,Viajado,10.0,SIN REGISTRO,Sin observaciones,2025,3
241,6,2,2,8,2025-12-14,2025-12-20,38,136.08,Ventanilla,Viajado,10.0,MARIA ELENA FLORES TARQUI,Pasajero adulto mayor,2025,12
242,5,3,2,2,2023-09-25,2023-10-02,40,119.7,Agente,Viajado,10.0,PEDRO ANTONIO GUTIERREZ VACA,Pasaje con equipaje extra,2023,9
243,5,15,2,2,2023-06-18,2023-07-16,18,155.4,Ventanilla,Viajado,0.0,JORGE EDUARDO IBA?EZ CASTRO,Sin observaciones,2023,6
244,6,9,2,8,2024-04-03,2024-04-22,1,119.0,Web,Cancelado,0.0,LUIS FERNANDO MENDOZA ARCE,Pasaje con equipaje extra,2024,4
245,4,4,1,5,2023-12-05,2023-12-14,46,114.0,Web,Viajado,0.0,ANA LUISA CONDORI HUANCA,Pasaje con equipaje extra,2023,12
246,10,14,6,10,2024-12-15,2025-01-02,10,81.0,Telefono,Viajado,0.0,CLAUDIA VERONICA SALINAS IBA?EZ,Sin observaciones,2024,12
247,8,20,4,11,2024-01-03,2024-01-09,15,79.8,Telefono,Viajado,0.0,JUAN CARLOS,Pasajero adulto mayor,2024,1
248,11,8,7,4,2025-09-27,2025-10-16,45,45.6,Agente,Viajado,0.0,SANDRA PATRICIA TORREZ MENDOZA,Sin observaciones,2025,9
249,14,1,10,13,2024-05-26,2024-05-31,9,23.18,Ventanilla,Viajado,10.0,JUAN CARLOS MAMANI QUISPE,Pasaje con equipaje extra,2024,5
250,6,4,2,8,2023-01-12,2023-02-10,7,109.62,Telefono,Viajado,10.0,ANA LUISA CONDORI HUANCA,Pasajero adulto mayor,2023,1
251,4,18,1,5,2025-07-23,2025-08-08,29,108.0,Ventanilla,Cancelado,0.0,SILVIA ROSARIO MONTA?O PEREZ,Sin observaciones,2025,7
252,8,15,4,11,2023-04-15,2023-04-30,25,59.5,Agente,Viajado,0.0,JORGE EDUARDO IBA?EZ CASTRO,Pasaje con equipaje extra,2023,4
253,11,1,7,4,2025-02-12,2025-02-24,18,40.8,Agente,Viajado,0.0,MARIA ELENA FLORES,Sin observaciones,2025,2
254,9,17,5,12,2024-10-26,2024-11-11,8,157.5,Agente,Viajado,0.0,RICARDO ERNESTO PONCE MONTA?O,Pasajero adulto mayor,2024,10
255,7,3,3,3,2023-02-09,2023-02-18,38,118.8,Agente,Cancelado,0.0,PEDRO ANTONIO GUTIERREZ VACA,Sin observaciones,2023,2
256,14,14,10,13,2023-12-22,2024-01-13,40,25.0,Web,Viajado,0.0,CLAUDIA VERONICA SALINAS IBA?EZ,Pasaje con equipaje extra,2023,12
257,8,14,4,11,2025-06-24,2025-06-27,37,65.1,Agente,Cancelado,0.0,CLAUDIA VERONICA SALINAS IBA?EZ,Sin observaciones,2025,6
258,9,12,5,12,2023-08-05,2023-09-01,28,162.0,Telefono,Viajado,0.0,PATRICIA ISABEL RAMOS AGUILAR,Pasajero adulto mayor,2023,8
259,11,11,7,4,2023-03-31,2023-04-30,35,35.6,Web,Viajado,0.0,ROBERTO CARLOS VILLANUEVA RAMOS,Sin observaciones,2023,3
260,13,10,8,4,2024-10-25,2024-11-14,14,29.3,Agente,Cancelado,10.0,SIN REGISTRO,Sin observaciones,2024,10
261,14,3,10,13,2024-09-24,2024-10-04,7,19.58,Agente,Viajado,10.0,PEDRO ANTONIO GUTIERREZ VACA,Pasajero adulto mayor,2024,9
262,2,3,1,1,2023-02-23,2023-03-06,17,120.96,Agente,Cancelado,10.0,PEDRO ANTONIO GUTIERREZ VACA,Sin observaciones,2023,2
263,3,15,1,3,2024-04-16,2024-04-28,30,113.4,Telefono,Viajado,10.0,JORGE EDUARDO IBA?EZ CASTRO,Sin observaciones,2024,4
264,2,4,1,1,2023-12-12,2023-12-21,15,124.8,Web,Viajado,0.0,ANA LUISA CONDORI HUANCA,Pasaje con equipaje extra,2023,12
265,9,14,5,12,2023-08-17,2023-09-02,24,139.5,Ventanilla,Cancelado,0.0,CLAUDIA VERONICA SALINAS IBA?EZ,Pasajero adulto mayor,2023,8
266,8,1,4,11,2025-07-11,2025-07-29,26,72.1,Telefono,Viajado,0.0,JUAN CARLOS,Pasaje con equipaje extra,2025,7
267,14,5,10,13,2024-10-07,2024-10-17,30,25.0,Agente,Viajado,0.0,CARLOS ALBERTO VARGAS TORREZ,Sin observaciones,2024,10
268,3,19,1,3,2025-01-07,2025-01-29,39,112.32,Agente,Viajado,10.0,DANIEL ALEJANDRO PEREZ OPORTO,Sin observaciones,2025,1
269,15,16,11,13,2023-11-03,2023-11-19,1,8.08,Web,Viajado,20.0,MONICA CECILIA CASTRO PONCE,Sin observaciones,2023,11
270,4,8,1,5,2023-10-26,2023-11-05,31,130.8,Telefono,Viajado,0.0,SANDRA PATRICIA TORREZ MENDOZA,Sin observaciones,2023,10
271,6,20,2,8,2023-10-15,2023-10-21,23,138.6,Ventanilla,Viajado,10.0,CARMEN ROSA OPORTO FLORES,Pasaje con equipaje extra,2023,10
272,14,10,10,13,2024-08-06,2024-08-11,19,25.25,Ventanilla,Viajado,0.0,GLORIA BEATRIZ ARCE VILLANUEVA,Sin observaciones,2024,8
273,2,7,1,1,2025-12-19,2025-12-21,1,133.2,Web,Cancelado,0.0,MIGUEL ANGEL QUISPE MAMANI,Pasaje con equipaje extra,2025,12
274,11,17,7,4,2023-05-09,2023-06-06,16,42.4,Telefono,Viajado,0.0,RICARDO ERNESTO PONCE MONTA?O,Sin observaciones,2023,5
275,11,13,7,4,2024-12-19,2024-12-23,44,34.4,Ventanilla,Viajado,0.0,FERNANDO JOSE AGUILAR SALINAS,Pasaje con equipaje extra,2024,12
276,7,12,3,3,2023-09-11,2023-10-05,26,100.98,Ventanilla,Viajado,10.0,MARIA ELENA FLORES,Pasaje con equipaje extra,2023,9
277,14,14,10,13,2024-12-31,2025-01-18,30,26.5,Telefono,Cancelado,0.0,CLAUDIA VERONICA SALINAS IBA?EZ,Sin observaciones,2024,12
278,15,10,11,13,2025-09-16,2025-10-11,33,9.09,Agente,Viajado,10.0,GLORIA BEATRIZ ARCE VILLANUEVA,Sin observaciones,2025,9
279,3,3,1,3,2024-05-22,2024-06-16,17,123.12,Web,Viajado,10.0,PEDRO ANTONIO GUTIERREZ VACA,Sin observaciones,2024,5
280,6,12,2,8,2024-03-25,2024-04-09,25,154.0,Telefono,Cancelado,0.0,SIN REGISTRO,Pasaje con equipaje extra,2024,3
281,6,10,2,8,2023-12-21,2024-01-02,14,134.82,Agente,Viajado,10.0,GLORIA BEATRIZ ARCE VILLANUEVA,Pasajero adulto mayor,2023,12
282,3,6,1,3,2023-01-24,2023-02-15,11,121.2,Agente,Viajado,0.0,ROSA ANGELICA CHOQUE LIMACHI,Pasajero adulto mayor,2023,1
283,11,20,7,4,2025-08-08,2025-08-18,26,43.6,Web,Viajado,0.0,CARMEN ROSA OPORTO FLORES,Pasaje con equipaje extra,2025,8
284,11,17,7,4,2024-10-07,2024-10-22,14,34.8,Telefono,Viajado,0.0,RICARDO ERNESTO PONCE MONTA?O,Sin observaciones,2024,10
285,2,7,1,1,2024-06-24,2024-06-27,5,115.2,Agente,Viajado,0.0,JUAN CARLOS,Sin observaciones,2024,6
286,15,15,11,13,2024-12-14,2024-12-29,25,9.4,Agente,Viajado,0.0,JORGE EDUARDO IBA?EZ CASTRO,Sin observaciones,2024,12
287,2,11,1,1,2024-11-08,2024-11-19,19,113.4,Telefono,Viajado,10.0,ROBERTO CARLOS VILLANUEVA RAMOS,Pasaje con equipaje extra,2024,11
288,5,9,2,2,2025-07-14,2025-07-30,20,135.8,Web,Viajado,0.0,LUIS FERNANDO MENDOZA ARCE,Sin observaciones,2025,7
289,4,4,1,5,2023-08-29,2023-09-26,4,106.8,Telefono,Viajado,0.0,ANA LUISA CONDORI HUANCA,Sin observaciones,2023,8
290,1,15,1,1,2023-12-20,2024-01-03,14,111.6,Web,Viajado,0.0,JORGE EDUARDO IBA?EZ CASTRO,Pasajero adulto mayor,2023,12
291,1,8,1,1,2025-06-19,2025-07-14,27,101.52,Ventanilla,Viajado,10.0,SANDRA PATRICIA TORREZ MENDOZA,Sin observaciones,2025,6
292,6,7,2,8,2023-02-23,2023-02-24,22,141.12,Ventanilla,Viajado,10.0,MIGUEL ANGEL QUISPE MAMANI,Pasaje con equipaje extra,2023,2
293,4,1,1,5,2024-11-02,2024-11-04,45,120.0,Ventanilla,Viajado,0.0,JUAN CARLOS MAMANI QUISPE,Sin observaciones,2024,11
294,6,3,2,8,2025-07-23,2025-08-01,1,127.4,Agente,Cancelado,0.0,PEDRO ANTONIO GUTIERREZ VACA,Pasaje con equipaje extra,2025,7
295,4,15,1,5,2025-05-19,2025-06-18,5,121.2,Telefono,Cancelado,0.0,JORGE EDUARDO IBA?EZ CASTRO,Pasaje con equipaje extra,2025,5
296,11,14,7,4,2025-01-19,2025-01-20,13,34.8,Ventanilla,Viajado,0.0,CLAUDIA VERONICA SALINAS IBA?EZ,Pasajero adulto mayor,2025,1
297,1,18,1,1,2024-11-25,2024-12-15,19,90.24,Agente,Viajado,20.0,SILVIA ROSARIO MONTA?O PEREZ,Sin observaciones,2024,11
298,6,5,2,8,2023-12-10,2023-12-31,30,125.44,Ventanilla,Viajado,20.0,CARLOS ALBERTO VARGAS TORREZ,Pasaje con equipaje extra,2023,12
299,3,14,1,3,2025-10-18,2025-10-29,41,108.0,Telefono,Viajado,0.0,MARIA ELENA FLORES,Pasaje con equipaje extra,2025,10
300,2,14,1,1,2023-02-08,2023-02-16,25,115.2,Agente,Viajado,0.0,SIN REGISTRO,Pasaje con equipaje extra,2023,2
301,14,19,10,13,2024-04-17,2024-05-05,24,25.0,Ventanilla,Cancelado,0.0,DANIEL ALEJANDRO PEREZ OPORTO,Sin observaciones,2024,4
302,15,11,11,13,2025-12-10,2025-12-20,13,9.2,Ventanilla,Viajado,0.0,ROBERTO CARLOS VILLANUEVA RAMOS,Pasajero adulto mayor,2025,12
303,3,2,1,3,2023-06-22,2023-07-11,35,134.4,Telefono,Cancelado,0.0,MARIA ELENA FLORES TARQUI,Sin observaciones,2023,6
304,13,9,8,4,2025-07-05,2025-08-02,33,31.85,Telefono,Viajado,0.0,JUAN CARLOS,Sin observaciones,2025,7
305,1,16,1,1,2023-01-26,2023-02-07,4,116.64,Agente,Cancelado,10.0,MONICA CECILIA CASTRO PONCE,Pasaje con equipaje extra,2023,1
306,12,20,7,6,2023-10-20,2023-11-06,42,35.28,Ventanilla,Viajado,10.0,CARMEN ROSA OPORTO FLORES,Pasajero adulto mayor,2023,10
307,8,17,4,11,2023-05-22,2023-06-19,4,60.2,Web,Viajado,0.0,RICARDO ERNESTO PONCE MONTA?O,Sin observaciones,2023,5
308,2,11,1,1,2023-08-09,2023-09-03,24,98.28,Telefono,Cancelado,10.0,ROBERTO CARLOS VILLANUEVA RAMOS,Pasajero adulto mayor,2023,8
309,8,15,4,11,2025-07-03,2025-07-05,38,74.9,Ventanilla,Cancelado,0.0,JORGE EDUARDO IBA?EZ CASTRO,Sin observaciones,2025,7
310,1,19,1,1,2025-11-14,2025-11-26,34,111.6,Agente,Viajado,0.0,DANIEL ALEJANDRO PEREZ OPORTO,Pasajero adulto mayor,2025,11
311,12,10,7,6,2023-10-16,2023-11-14,9,42.8,Web,Viajado,0.0,GLORIA BEATRIZ ARCE VILLANUEVA,Sin observaciones,2023,10
312,8,2,4,11,2023-04-23,2023-05-20,39,77.7,Ventanilla,Viajado,0.0,MARIA ELENA FLORES TARQUI,Pasaje con equipaje extra,2023,4
313,4,16,1,5,2023-07-09,2023-07-27,11,130.8,Telefono,Viajado,0.0,MONICA CECILIA CASTRO PONCE,Sin observaciones,2023,7
314,6,19,2,8,2023-10-24,2023-11-10,4,140.0,Ventanilla,Viajado,0.0,DANIEL ALEJANDRO PEREZ OPORTO,Pasaje con equipaje extra,2023,10
315,9,14,5,12,2025-01-13,2025-01-25,7,156.0,Agente,Viajado,0.0,CLAUDIA VERONICA SALINAS IBA?EZ,Pasaje con equipaje extra,2025,1
316,13,5,8,4,2024-02-21,2024-02-27,9,30.1,Web,Viajado,0.0,CARLOS ALBERTO VARGAS TORREZ,Sin observaciones,2024,2
317,6,18,2,8,2025-04-30,2025-05-02,16,156.8,Telefono,Viajado,0.0,SILVIA ROSARIO MONTA?O PEREZ,Pasajero adulto mayor,2025,4
318,15,18,11,13,2023-01-03,2023-01-23,6,9.2,Agente,Viajado,0.0,SILVIA ROSARIO MONTA?O PEREZ,Pasajero adulto mayor,2023,1
319,13,20,8,4,2025-02-11,2025-02-25,38,32.2,Ventanilla,Viajado,0.0,CARMEN ROSA OPORTO FLORES,Pasajero adulto mayor,2025,2
320,6,5,2,8,2025-05-15,2025-06-06,27,128.8,Telefono,Viajado,0.0,SIN REGISTRO,Pasaje con equipaje extra,2025,5
321,8,18,4,11,2024-05-27,2024-06-26,13,72.1,Web,Viajado,0.0,SILVIA ROSARIO MONTA?O PEREZ,Sin observaciones,2024,5
322,6,16,2,8,2025-04-25,2025-05-23,38,148.4,Ventanilla,Viajado,0.0,MARIA ELENA FLORES,Sin observaciones,2025,4
323,12,2,7,6,2024-09-07,2024-09-15,36,43.2,Ventanilla,Viajado,0.0,JUAN CARLOS,Pasajero adulto mayor,2024,9
324,1,14,1,1,2023-06-15,2023-07-02,29,135.6,Web,Viajado,0.0,CLAUDIA VERONICA SALINAS IBA?EZ,Pasajero adulto mayor,2023,6
325,7,16,3,3,2024-12-21,2024-12-31,7,93.5,Web,Viajado,0.0,MONICA CECILIA CASTRO PONCE,Pasaje con equipaje extra,2024,12
326,12,5,7,6,2023-09-21,2023-09-25,23,42.4,Telefono,Viajado,0.0,CARLOS ALBERTO VARGAS TORREZ,Sin observaciones,2023,9
327,9,8,5,12,2023-07-12,2023-07-13,25,151.2,Ventanilla,Viajado,10.0,SANDRA PATRICIA TORREZ MENDOZA,Pasajero adulto mayor,2023,7
328,4,5,1,5,2023-01-26,2023-02-24,9,129.6,Ventanilla,Viajado,0.0,CARLOS ALBERTO VARGAS TORREZ,Pasaje con equipaje extra,2023,1
329,4,16,1,5,2024-03-06,2024-04-02,11,110.16,Web,Viajado,10.0,MONICA CECILIA CASTRO PONCE,Pasajero adulto mayor,2024,3
330,10,12,6,10,2025-08-17,2025-08-24,13,86.67,Agente,Viajado,10.0,PATRICIA ISABEL RAMOS AGUILAR,Pasajero adulto mayor,2025,8
331,8,19,4,11,2024-12-22,2025-01-20,40,71.82,Ventanilla,Viajado,10.0,DANIEL ALEJANDRO PEREZ OPORTO,Pasajero adulto mayor,2024,12
332,10,15,6,10,2024-06-14,2024-06-19,28,96.3,Ventanilla,Viajado,0.0,JORGE EDUARDO IBA?EZ CASTRO,Pasajero adulto mayor,2024,6
333,12,19,7,6,2023-06-18,2023-07-06,30,30.72,Agente,Viajado,20.0,DANIEL ALEJANDRO PEREZ OPORTO,Sin observaciones,2023,6
334,13,19,8,4,2024-08-31,2024-09-09,18,31.5,Ventanilla,Viajado,0.0,DANIEL ALEJANDRO PEREZ OPORTO,Pasajero adulto mayor,2024,8
335,3,11,1,3,2023-01-27,2023-02-16,12,109.2,Web,Viajado,0.0,ROBERTO CARLOS VILLANUEVA RAMOS,Pasaje con equipaje extra,2023,1
336,11,5,7,4,2025-10-25,2025-10-26,17,41.2,Agente,Viajado,0.0,CARLOS ALBERTO VARGAS TORREZ,Sin observaciones,2025,10
337,14,1,10,13,2024-02-27,2024-03-09,13,23.4,Telefono,Viajado,10.0,JUAN CARLOS MAMANI QUISPE,Pasajero adulto mayor,2024,2
338,11,18,7,4,2024-08-04,2024-08-18,37,40.4,Web,Viajado,0.0,SILVIA ROSARIO MONTA?O PEREZ,Pasaje con equipaje extra,2024,8
339,15,10,11,13,2024-03-27,2024-04-25,4,9.45,Ventanilla,Viajado,10.0,GLORIA BEATRIZ ARCE VILLANUEVA,Sin observaciones,2024,3
340,14,7,10,13,2024-11-17,2024-12-05,29,22.75,Agente,Viajado,0.0,SIN REGISTRO,Pasaje con equipaje extra,2024,11
341,15,3,11,13,2024-01-02,2024-01-24,26,8.19,Telefono,Viajado,10.0,PEDRO ANTONIO GUTIERREZ VACA,Pasaje con equipaje extra,2024,1
342,10,7,6,10,2025-10-05,2025-10-25,31,102.6,Telefono,Viajado,0.0,JUAN CARLOS,Pasajero adulto mayor,2025,10
343,9,15,5,12,2023-06-11,2023-06-27,10,151.5,Ventanilla,Viajado,0.0,JORGE EDUARDO IBA?EZ CASTRO,Pasajero adulto mayor,2023,6
344,11,13,7,4,2025-05-16,2025-06-08,36,36.8,Ventanilla,Viajado,0.0,FERNANDO JOSE AGUILAR SALINAS,Pasaje con equipaje extra,2025,5
