id_venta,id_itinerario,id_pasajero,id_ruta,id_empresa,fecha_venta,fecha_viaje,numero_asiento,monto_pagado,canal_venta,estado_pasaje,descuento_aplicado,nombre_pasajero_registrado,observaciones
190,13,18,8,4,2025-07-30,2025-08-01,24,38.5,Agente,Cancelado,0.0,  JUAN   carlos  ,Pasajero adulto mayor
191,3,4,1,3,2024-09-17,2024-09-30,9,118.8,Agente,Cancelado,0.0,ANA LUISA CONDORI HUANCA,Pasajero adulto mayor
192,9,16,5,12,2023-06-14,2023-06-18,1,147.0,Web,Cancelado,0.0,MONICA CECILIA CASTRO PONCE,
193,3,15,1,3,2024-09-04,2024-09-16,4,118.8,Ventanilla,Viajado,0.0,JORGE EDUARDO IBAÑEZ CASTRO,
194,2,7,1,1,2024-03-29,2024-03-30,1,135.6,Telefono,Viajado,0.0,MIGUEL ANGEL QUISPE MAMANI,
195,8,17,4,11,2024-06-07,2024-06-12,20,71.4,Telefono,Viajado,0.0,RICARDO ERNESTO PONCE MONTAÑO,Sin observaciones
196,11,17,7,4,2023-07-28,2023-08-01,20,31.68,Web,Viajado,10.0,RICARDO ERNESTO PONCE MONTAÑO,Sin observaciones
197,11,17,7,4,2025-05-04,2025-05-05,3,34.2,Telefono,Viajado,10.0,RICARDO ERNESTO PONCE MONTAÑO,
198,1,19,1,1,2024-06-20,2024-07-16,20,113.4,Agente,Viajado,10.0,DANIEL ALEJANDRO PEREZ OPORTO,Sin observaciones
199,1,5,1,1,2025-07-19,2025-08-06,10,129.6,Ventanilla,Viajado,0.0,CARLOS ALBERTO VARGAS TORREZ,
200,3,7,1,3,2025-10-09,2025-10-31,31,132.0,Ventanilla,Cancelado,0.0,,Pasaje con equipaje extra
201,11,10,7,4,2025-09-01,2025-09-30,4,35.2,Web,Viajado,0.0,GLORIA BEATRIZ ARCE VILLANUEVA,Pasajero adulto mayor
202,10,17,6,10,2024-08-24,2024-09-05,1,90.9,Agente,Viajado,0.0,RICARDO ERNESTO PONCE MONTAÑO,Pasaje con equipaje extra
203,6,6,2,8,2024-04-16,2024-05-10,23,147.0,Ventanilla,Viajado,0.0,ROSA ANGELICA CHOQUE LIMACHI,Pasaje con equipaje extra
204,5,4,2,2,2025-05-03,2025-05-10,38,147.0,Agente,Viajado,0.0,ANA LUISA CONDORI HUANCA,
205,5,7,2,2,2024-08-14,2024-08-27,21,142.8,Agente,Viajado,0.0,MIGUEL ANGEL QUISPE MAMANI,
206,10,14,6,10,2025-11-27,2025-12-12,8,84.6,Agente,Viajado,0.0,CLAUDIA VERONICA SALINAS IBAÑEZ,Pasaje con equipaje extra
207,3,2,1,3,2025-06-01,2025-06-28,11,121.2,Agente,Viajado,0.0,mARIA eLENA fLoReS,Pasaje con equipaje extra
208,11,12,7,4,2024-01-08,2024-01-25,13,39.6,Ventanilla,Confirmado,10.0,PATRICIA ISABEL RAMOS AGUILAR,
209,13,2,8,4,2023-12-09,2024-01-08,26,33.25,Telefono,Cancelado,0.0,  JUAN   carlos  ,
210,9,1,5,12,2025-03-04,2025-03-05,32,129.0,Web,Cancelado,0.0,JUAN CARLOS MAMANI QUISPE,
211,4,1,1,5,2023-04-06,2023-05-03,7,104.4,Agente,Viajado,0.0,JUAN CARLOS MAMANI QUISPE,Pasaje con equipaje extra
212,3,1,1,3,2024-10-24,2024-11-11,37,102.6,Telefono,Viajado,10.0,JUAN CARLOS MAMANI QUISPE,Pasaje con equipaje extra
213,13,6,8,4,2024-07-10,2024-08-05,20,33.71,Web,Viajado,10.0,ROSA ANGELICA CHOQUE LIMACHI,
214,15,18,11,13,2024-01-05,2024-01-16,46,10.17,Telefono,Viajado,10.0,SILVIA ROSARIO MONTAÑO PEREZ,Pasaje con equipaje extra
215,11,3,7,4,2025-12-06,2025-12-31,17,35.6,Ventanilla,Viajado,0.0,PEDRO ANTONIO GUTIERREZ VACA,Sin observaciones
216,6,6,2,8,2023-02-01,2023-02-06,38,115.92,Ventanilla,Viajado,10.0,ROSA ANGELICA CHOQUE LIMACHI,
217,12,15,7,6,2025-07-13,2025-08-10,43,40.32,Web,Viajado,10.0,JORGE EDUARDO IBAÑEZ CASTRO,Pasaje con equipaje extra
218,5,14,2,2,2024-06-28,2024-07-27,24,145.6,Telefono,Cancelado,0.0,CLAUDIA VERONICA SALINAS IBAÑEZ,Pasajero adulto mayor
219,4,15,1,5,2025-05-15,2025-05-23,23,109.2,Agente,Viajado,0.0,JORGE EDUARDO IBAÑEZ CASTRO,Pasaje con equipaje extra
220,10,8,6,10,2023-04-07,2023-04-16,42,95.4,Ventanilla,Viajado,0.0,,Sin observaciones
221,10,7,6,10,2023-05-30,2023-06-01,22,81.9,Telefono,Viajado,0.0,MIGUEL ANGEL QUISPE MAMANI,Pasaje con equipaje extra
222,6,15,2,8,2024-11-04,2024-11-14,25,119.7,Ventanilla,Viajado,10.0,JORGE EDUARDO IBAÑEZ CASTRO,
223,10,4,6,10,2023-11-03,2023-11-06,45,98.1,Telefono,Viajado,0.0,ANA LUISA CONDORI HUANCA,
224,11,11,7,4,2025-07-21,2025-08-14,41,42.0,Web,Viajado,0.0,ROBERTO CARLOS VILLANUEVA RAMOS,Pasaje con equipaje extra
225,14,16,10,13,2025-01-08,2025-01-18,27,21.5,Web,Cancelado,0.0,MONICA CECILIA CASTRO PONCE,
226,2,5,1,1,2023-12-12,2023-12-29,23,105.6,Ventanilla,Viajado,0.0,CARLOS ALBERTO VARGAS TORREZ,Pasajero adulto mayor
227,5,4,2,2,2024-07-14,2024-07-25,9,119.0,Ventanilla,Viajado,0.0,ANA LUISA CONDORI HUANCA,Pasaje con equipaje extra
228,3,14,1,3,2025-08-17,2025-09-13,32,114.48,Agente,Cancelado,10.0,  JUAN   carlos  ,Pasaje con equipaje extra
229,15,4,11,13,2025-09-15,2025-09-22,9,9.7,Ventanilla,Viajado,0.0,ANA LUISA CONDORI HUANCA,
230,9,12,5,12,2023-03-19,2023-04-04,7,148.5,Web,Cancelado,10.0,mARIA eLENA fLoReS,Pasaje con equipaje extra
231,13,7,8,4,2023-01-29,2023-02-20,21,34.3,Ventanilla,Viajado,0.0,MIGUEL ANGEL QUISPE MAMANI,Pasajero adulto mayor
232,13,1,8,4,2025-12-08,2025-12-28,17,37.1,Ventanilla,Viajado,0.0,JUAN CARLOS MAMANI QUISPE,Sin observaciones
233,11,17,7,4,2023-02-01,2023-02-20,42,38.16,Ventanilla,Cancelado,10.0,RICARDO ERNESTO PONCE MONTAÑO,Sin observaciones
234,5,9,2,2,2023-08-17,2023-09-03,25,123.2,Ventanilla,Viajado,0.0,LUIS FERNANDO MENDOZA ARCE,Pasaje con equipaje extra
235,15,17,11,13,2025-02-06,2025-03-08,24,9.5,Agente,Viajado,0.0,RICARDO ERNESTO PONCE MONTAÑO,
236,6,4,2,8,2025-08-06,2025-08-28,35,119.84,Telefono,Cancelado,20.0,ANA LUISA CONDORI HUANCA,
237,4,7,1,5,2025-03-19,2025-04-09,11,92.88,Web,Viajado,10.0,MIGUEL ANGEL QUISPE MAMANI,Pasaje con equipaje extra
238,10,13,6,10,2024-05-20,2024-05-30,12,81.9,Telefono,Viajado,0.0,FERNANDO JOSE AGUILAR SALINAS,Pasaje con equipaje extra
239,15,15,11,13,2025-07-27,2025-08-07,3,9.2,Web,Viajado,0.0,JORGE EDUARDO IBAÑEZ CASTRO,Pasajero adulto mayor
240,15,4,11,13,2024-01-29,2024-02-17,11,10.1,Agente,Viajado,0.0,,Pasajero adulto mayor
241,6,9,2,8,2024-01-04,2024-01-24,26,119.0,Agente,Viajado,0.0,LUIS FERNANDO MENDOZA ARCE,Sin observaciones
242,7,16,3,3,2024-12-28,2024-12-29,30,119.9,Agente,Viajado,0.0,MONICA CECILIA CASTRO PONCE,
243,5,7,2,2,2023-09-05,2023-10-01,37,138.6,Ventanilla,Viajado,0.0,MIGUEL ANGEL QUISPE MAMANI,Pasaje con equipaje extra
244,14,18,10,13,2025-11-16,2025-11-17,41,22.0,Ventanilla,Cancelado,0.0,SILVIA ROSARIO MONTAÑO PEREZ,
245,11,15,7,4,2023-08-01,2023-08-13,19,35.2,Web,Viajado,0.0,JORGE EDUARDO IBAÑEZ CASTRO,Pasajero adulto mayor
246,9,17,5,12,2025-09-05,2025-09-19,18,144.0,Web,Viajado,0.0,RICARDO ERNESTO PONCE MONTAÑO,Pasajero adulto mayor
247,4,17,1,5,2025-02-01,2025-02-04,30,132.0,Agente,Viajado,0.0,  JUAN   carlos  ,Pasaje con equipaje extra
248,15,12,11,13,2024-02-27,2024-03-25,20,10.08,Ventanilla,Viajado,10.0,PATRICIA ISABEL RAMOS AGUILAR,Sin observaciones
249,4,11,1,5,2024-08-25,2024-09-10,19,105.6,Agente,Viajado,0.0,ROBERTO CARLOS VILLANUEVA RAMOS,
250,14,1,10,13,2025-09-18,2025-09-22,21,24.25,Web,Viajado,0.0,JUAN CARLOS MAMANI QUISPE,Pasaje con equipaje extra
251,2,5,1,1,2025-02-04,2025-02-25,2,111.24,Telefono,Viajado,10.0,CARLOS ALBERTO VARGAS TORREZ,
252,4,4,1,5,2025-08-24,2025-09-04,42,99.36,Web,Cancelado,10.0,ANA LUISA CONDORI HUANCA,Pasaje con equipaje extra
253,6,7,2,8,2024-10-27,2024-11-16,24,145.6,Telefono,Viajado,0.0,mARIA eLENA fLoReS,Pasajero adulto mayor
254,9,19,5,12,2024-10-18,2024-11-11,35,136.5,Agente,Viajado,0.0,DANIEL ALEJANDRO PEREZ OPORTO,
255,10,1,6,10,2024-11-21,2024-12-19,8,101.7,Ventanilla,Cancelado,0.0,JUAN CARLOS MAMANI QUISPE,Sin observaciones
256,9,9,5,12,2023-07-02,2023-07-27,44,136.5,Telefono,Confirmado,0.0,LUIS FERNANDO MENDOZA ARCE,Pasajero adulto mayor
257,10,17,6,10,2023-04-23,2023-05-06,45,99.9,Web,Viajado,0.0,RICARDO ERNESTO PONCE MONTAÑO,Pasajero adulto mayor
258,13,14,8,4,2024-07-20,2024-08-11,9,25.2,Telefono,Viajado,20.0,CLAUDIA VERONICA SALINAS IBAÑEZ,Pasaje con equipaje extra
259,10,20,6,10,2024-03-09,2024-03-16,15,79.38,Telefono,Viajado,10.0,CARMEN ROSA OPORTO FLORES,Pasajero adulto mayor
260,6,3,2,8,2025-04-20,2025-04-30,42,117.18,Telefono,Viajado,10.0,,
261,1,20,1,1,2023-11-12,2023-12-10,20,102.0,Web,Viajado,0.0,CARMEN ROSA OPORTO FLORES,Pasajero adulto mayor
262,4,4,1,5,2023-10-20,2023-11-10,36,120.0,Ventanilla,Cancelado,0.0,ANA LUISA CONDORI HUANCA,
263,2,4,1,1,2022-12-19,2023-01-03,21,111.6,Agente,Viajado,0.0,ANA LUISA CONDORI HUANCA,Pasajero adulto mayor
264,10,20,6,10,2023-12-23,2024-01-01,16,85.86,Web,Viajado,10.0,CARMEN ROSA OPORTO FLORES,
265,15,8,11,13,2024-07-23,2024-08-20,41,11.1,Agente,Cancelado,0.0,SANDRA PATRICIA TORREZ MENDOZA,
266,11,5,7,4,2024-04-04,2024-04-19,36,38.52,Telefono,Viajado,10.0,  JUAN   carlos  ,
267,2,2,1,1,2025-07-18,2025-07-19,2,114.48,Ventanilla,Viajado,10.0,MARIA ELENA FLORES TARQUI,
268,4,18,1,5,2025-06-16,2025-06-30,25,123.12,Ventanilla,Viajado,10.0,SILVIA ROSARIO MONTAÑO PEREZ,
269,2,13,1,1,2023-01-26,2023-01-30,2,111.6,Telefono,Cancelado,0.0,FERNANDO JOSE AGUILAR SALINAS,
270,15,5,11,13,2023-11-25,2023-12-20,12,10.2,Agente,Cancelado,0.0,CARLOS ALBERTO VARGAS TORREZ,
271,3,13,1,3,2025-07-09,2025-07-31,31,121.2,Ventanilla,Viajado,0.0,FERNANDO JOSE AGUILAR SALINAS,Sin observaciones
272,10,2,6,10,2024-02-08,2024-02-26,32,83.43,Web,Viajado,10.0,MARIA ELENA FLORES TARQUI,Sin observaciones
273,6,18,2,8,2025-01-30,2025-02-10,28,159.6,Ventanilla,Cancelado,0.0,SILVIA ROSARIO MONTAÑO PEREZ,
274,2,17,1,1,2025-07-16,2025-08-10,15,111.6,Telefono,Viajado,0.0,RICARDO ERNESTO PONCE MONTAÑO,Pasajero adulto mayor
275,1,5,1,1,2023-06-22,2023-06-26,25,120.0,Agente,Viajado,0.0,CARLOS ALBERTO VARGAS TORREZ,
276,12,3,7,6,2025-03-18,2025-04-16,9,45.6,Agente,Viajado,0.0,mARIA eLENA fLoReS,Sin observaciones
277,5,14,2,2,2024-12-12,2024-12-23,36,143.64,Ventanilla,Viajado,10.0,CLAUDIA VERONICA SALINAS IBAÑEZ,Pasaje con equipaje extra
278,1,10,1,1,2024-03-24,2024-04-11,23,114.0,Ventanilla,Viajado,0.0,GLORIA BEATRIZ ARCE VILLANUEVA,
279,10,15,6,10,2023-08-11,2023-09-02,45,87.3,Telefono,Cancelado,0.0,JORGE EDUARDO IBAÑEZ CASTRO,Pasajero adulto mayor
280,9,20,5,12,2025-05-20,2025-06-15,11,153.0,Telefono,Viajado,0.0,,Pasaje con equipaje extra
281,7,7,3,3,2025-09-03,2025-09-21,25,93.06,Web,Confirmado,10.0,MIGUEL ANGEL QUISPE MAMANI,Pasajero adulto mayor
282,5,19,2,2,2025-03-04,2025-03-31,19,140.0,Agente,Viajado,0.0,DANIEL ALEJANDRO PEREZ OPORTO,
283,10,7,6,10,2025-04-07,2025-04-11,15,75.33,Telefono,Cancelado,10.0,MIGUEL ANGEL QUISPE MAMANI,Pasaje con equipaje extra
284,15,8,11,13,2025-11-22,2025-12-02,41,8.55,Agente,Cancelado,10.0,SANDRA PATRICIA TORREZ MENDOZA,Pasaje con equipaje extra
285,13,1,8,4,2024-12-03,2024-12-20,22,30.45,Web,Viajado,0.0,  JUAN   carlos  ,Sin observaciones
286,13,18,8,4,2023-09-12,2023-10-04,33,38.15,Web,Viajado,0.0,SILVIA ROSARIO MONTAÑO PEREZ,
287,12,5,7,6,2025-03-18,2025-03-21,19,36.4,Web,Cancelado,0.0,CARLOS ALBERTO VARGAS TORREZ,Pasajero adulto mayor
288,11,20,7,4,2024-10-28,2024-11-08,7,37.8,Agente,Viajado,10.0,CARMEN ROSA OPORTO FLORES,Pasaje con equipaje extra
289,1,6,1,1,2025-11-05,2025-11-17,24,108.0,Agente,Cancelado,0.0,ROSA ANGELICA CHOQUE LIMACHI,
290,8,4,4,11,2023-01-25,2023-02-23,37,66.78,Telefono,Viajado,10.0,ANA LUISA CONDORI HUANCA,Sin observaciones
291,5,18,2,2,2024-10-14,2024-11-10,1,142.8,Telefono,Cancelado,0.0,SILVIA ROSARIO MONTAÑO PEREZ,Sin observaciones
292,9,18,5,12,2023-05-25,2023-06-05,1,159.0,Telefono,Viajado,0.0,SILVIA ROSARIO MONTAÑO PEREZ,Sin observaciones
293,15,2,11,13,2025-04-09,2025-05-01,27,11.1,Web,Viajado,0.0,MARIA ELENA FLORES TARQUI,Pasaje con equipaje extra
294,6,13,2,8,2024-12-03,2024-12-04,31,138.6,Ventanilla,Viajado,10.0,FERNANDO JOSE AGUILAR SALINAS,Sin observaciones
295,5,6,2,2,2024-03-11,2024-04-04,7,151.2,Agente,Viajado,0.0,ROSA ANGELICA CHOQUE LIMACHI,Pasajero adulto mayor
296,3,14,1,3,2024-05-23,2024-06-20,15,110.4,Ventanilla,Viajado,0.0,CLAUDIA VERONICA SALINAS IBAÑEZ,Pasajero adulto mayor
297,13,20,8,4,2024-11-21,2024-12-11,28,36.05,Ventanilla,Viajado,0.0,CARMEN ROSA OPORTO FLORES,Pasaje con equipaje extra
298,11,15,7,4,2023-05-27,2023-06-20,12,35.2,Ventanilla,Viajado,0.0,JORGE EDUARDO IBAÑEZ CASTRO,Pasaje con equipaje extra
299,8,20,4,11,2025-09-25,2025-10-23,42,75.6,Ventanilla,Viajado,0.0,mARIA eLENA fLoReS,Pasaje con equipaje extra
300,8,2,4,11,2024-05-28,2024-06-04,16,68.6,Telefono,Viajado,0.0,,Pasajero adulto mayor
301,11,19,7,4,2024-02-23,2024-02-24,29,29.44,Web,Viajado,20.0,DANIEL ALEJANDRO PEREZ OPORTO,Pasajero adulto mayor
302,5,18,2,2,2023-12-08,2023-12-18,30,123.48,Ventanilla,Viajado,10.0,SILVIA ROSARIO MONTAÑO PEREZ,Pasajero adulto mayor
303,7,20,3,3,2023-01-13,2023-02-04,21,123.2,Agente,Viajado,0.0,CARMEN ROSA OPORTO FLORES,
304,4,13,1,5,2024-08-16,2024-09-06,38,135.6,Ventanilla,Viajado,0.0,  JUAN   carlos  ,
305,5,11,2,2,2025-07-20,2025-07-26,39,128.52,Web,Confirmado,10.0,ROBERTO CARLOS VILLANUEVA RAMOS,
306,2,6,1,1,2023-09-15,2023-09-28,15,110.4,Ventanilla,Viajado,0.0,ROSA ANGELICA CHOQUE LIMACHI,Pasaje con equipaje extra
307,2,4,1,1,2024-08-27,2024-09-21,6,117.6,Web,Viajado,0.0,ANA LUISA CONDORI HUANCA,
308,8,17,4,11,2023-07-30,2023-08-16,2,79.1,Telefono,Viajado,0.0,RICARDO ERNESTO PONCE MONTAÑO,
309,14,14,10,13,2024-11-25,2024-12-18,6,28.25,Ventanilla,Cancelado,0.0,CLAUDIA VERONICA SALINAS IBAÑEZ,Pasaje con equipaje extra
310,2,3,1,1,2025-04-18,2025-04-29,12,105.6,Agente,Cancelado,0.0,PEDRO ANTONIO GUTIERREZ VACA,Pasaje con equipaje extra
311,5,17,2,2,2025-06-01,2025-07-01,46,144.2,Agente,Viajado,0.0,RICARDO ERNESTO PONCE MONTAÑO,Pasaje con equipaje extra
312,11,3,7,4,2025-01-15,2025-01-31,4,37.08,Agente,Viajado,10.0,PEDRO ANTONIO GUTIERREZ VACA,Pasaje con equipaje extra
313,14,14,10,13,2025-08-22,2025-08-29,4,21.75,Web,Viajado,0.0,CLAUDIA VERONICA SALINAS IBAÑEZ,
314,6,13,2,8,2025-08-13,2025-08-15,32,137.2,Web,Viajado,0.0,FERNANDO JOSE AGUILAR SALINAS,
315,9,1,5,12,2023-12-10,2024-01-07,2,130.95,Ventanilla,Viajado,10.0,JUAN CARLOS MAMANI QUISPE,
316,7,2,3,3,2024-05-10,2024-06-07,37,99.99,Telefono,Viajado,10.0,MARIA ELENA FLORES TARQUI,
317,12,10,7,6,2023-09-02,2023-09-25,18,42.8,Web,Viajado,0.0,GLORIA BEATRIZ ARCE VILLANUEVA,Pasaje con equipaje extra
318,14,19,10,13,2025-01-07,2025-01-29,15,24.5,Web,Viajado,0.0,DANIEL ALEJANDRO PEREZ OPORTO,
319,10,2,6,10,2024-08-05,2024-08-22,36,89.91,Telefono,Viajado,10.0,MARIA ELENA FLORES TARQUI,Pasajero adulto mayor
320,12,6,7,6,2025-12-03,2025-12-10,20,34.0,Telefono,Viajado,0.0,,Sin observaciones
321,9,16,5,12,2025-05-13,2025-06-10,30,135.0,Telefono,Viajado,0.0,MONICA CECILIA CASTRO PONCE,Pasaje con equipaje extra
322,1,12,1,1,2025-04-21,2025-04-26,14,121.2,Agente,Viajado,0.0,mARIA eLENA fLoReS,Pasaje con equipaje extra
323,14,20,10,13,2024-05-14,2024-06-12,17,28.5,Web,Cancelado,0.0,  JUAN   carlos  ,Pasaje con equipaje extra
324,14,8,10,13,2023-01-22,2023-02-20,46,25.43,Agente,Viajado,10.0,SANDRA PATRICIA TORREZ MENDOZA,
325,14,4,10,13,2025-08-03,2025-08-27,30,22.75,Agente,Cancelado,0.0,ANA LUISA CONDORI HUANCA,Pasajero adulto mayor
326,15,19,11,13,2023-07-18,2023-07-20,6,7.92,Agente,Viajado,10.0,DANIEL ALEJANDRO PEREZ OPORTO,Pasaje con equipaje extra
327,2,8,1,1,2025-06-08,2025-06-17,39,123.12,Ventanilla,Viajado,10.0,SANDRA PATRICIA TORREZ MENDOZA,Pasaje con equipaje extra
328,14,17,10,13,2024-08-03,2024-08-15,2,28.25,Telefono,Confirmado,0.0,RICARDO ERNESTO PONCE MONTAÑO,
329,13,13,8,4,2025-03-23,2025-03-30,28,34.65,Ventanilla,Viajado,10.0,FERNANDO JOSE AGUILAR SALINAS,Pasajero adulto mayor
330,3,16,1,3,2024-10-12,2024-10-22,34,134.4,Web,Viajado,0.0,MONICA CECILIA CASTRO PONCE,Pasaje con equipaje extra
331,3,12,1,3,2025-02-20,2025-03-21,12,92.88,Web,Cancelado,10.0,PATRICIA ISABEL RAMOS AGUILAR,Pasajero adulto mayor
332,8,7,4,11,2025-05-07,2025-06-01,32,65.8,Ventanilla,Viajado,0.0,MIGUEL ANGEL QUISPE MAMANI,Pasajero adulto mayor
333,8,6,4,11,2024-06-23,2024-07-23,25,64.89,Ventanilla,Viajado,10.0,ROSA ANGELICA CHOQUE LIMACHI,Pasajero adulto mayor
334,12,20,7,6,2025-05-24,2025-06-07,9,37.08,Agente,Cancelado,10.0,CARMEN ROSA OPORTO FLORES,Pasajero adulto mayor
335,7,6,3,3,2024-06-14,2024-06-26,31,106.92,Ventanilla,Viajado,10.0,ROSA ANGELICA CHOQUE LIMACHI,
336,6,3,2,8,2024-05-15,2024-05-30,41,143.64,Telefono,Viajado,10.0,PEDRO ANTONIO GUTIERREZ VACA,Pasajero adulto mayor
337,8,1,4,11,2025-01-18,2025-02-11,11,54.18,Agente,Viajado,10.0,JUAN CARLOS MAMANI QUISPE,Pasaje con equipaje extra
338,10,4,6,10,2025-01-13,2025-01-15,21,83.7,Web,Viajado,0.0,ANA LUISA CONDORI HUANCA,
339,4,12,1,5,2024-08-18,2024-09-10,19,115.2,Agente,Viajado,0.0,PATRICIA ISABEL RAMOS AGUILAR,
340,8,13,4,11,2025-06-16,2025-07-16,25,72.8,Ventanilla,Viajado,0.0,,Pasaje con equipaje extra
341,1,8,1,1,2024-11-07,2024-11-28,21,112.8,Agente,Viajado,0.0,SANDRA PATRICIA TORREZ MENDOZA,
342,14,20,10,13,2025-11-28,2025-11-30,44,27.5,Web,Viajado,0.0,  JUAN   carlos  ,Pasajero adulto mayor
343,2,18,1,1,2023-08-26,2023-09-20,18,111.24,Ventanilla,Viajado,10.0,SILVIA ROSARIO MONTAÑO PEREZ,Sin observaciones
344,4,8,1,5,2023-11-14,2023-11-18,25,105.84,Ventanilla,Viajado,10.0,SANDRA PATRICIA TORREZ MENDOZA,Pasaje con equipaje extra
345,4,18,1,5,2024-12-31,2025-01-25,39,129.6,Ventanilla,Viajado,0.0,mARIA eLENA fLoReS,
346,9,12,5,12,2023-06-13,2023-06-22,6,117.45,Telefono,Viajado,10.0,PATRICIA ISABEL RAMOS AGUILAR,Pasaje con equipaje extra
347,3,14,1,3,2023-01-31,2023-02-11,35,114.0,Telefono,Viajado,0.0,CLAUDIA VERONICA SALINAS IBAÑEZ,
348,2,5,1,1,2024-03-17,2024-03-23,17,112.8,Web,Viajado,0.0,CARLOS ALBERTO VARGAS TORREZ,Pasaje con equipaje extra
349,14,10,10,13,2025-04-13,2025-04-23,10,23.75,Web,Viajado,0.0,GLORIA BEATRIZ ARCE VILLANUEVA,Pasajero adulto mayor
350,15,12,11,13,2024-11-10,2024-12-05,37,11.2,Telefono,Viajado,0.0,PATRICIA ISABEL RAMOS AGUILAR,Pasaje con equipaje extra
351,7,15,3,3,2025-05-10,2025-06-02,10,99.0,Web,Confirmado,0.0,JORGE EDUARDO IBAÑEZ CASTRO,Pasaje con equipaje extra
352,2,3,1,1,2025-01-07,2025-02-01,41,105.6,Ventanilla,Cancelado,0.0,PEDRO ANTONIO GUTIERREZ VACA,Pasaje con equipaje extra
353,5,11,2,2,2024-11-29,2024-12-14,5,118.44,Telefono,Viajado,10.0,ROBERTO CARLOS VILLANUEVA RAMOS,Sin observaciones
354,5,4,2,2,2024-10-16,2024-10-27,23,120.4,Ventanilla,Cancelado,0.0,ANA LUISA CONDORI HUANCA,
355,13,7,8,4,2024-05-06,2024-06-01,33,31.85,Web,Viajado,0.0,MIGUEL ANGEL QUISPE MAMANI,Sin observaciones
356,9,14,5,12,2024-11-16,2024-12-05,4,165.0,Agente,Viajado,0.0,CLAUDIA VERONICA SALINAS IBAÑEZ,Pasajero adulto mayor
357,7,3,3,3,2025-03-10,2025-03-28,31,111.1,Ventanilla,Viajado,0.0,PEDRO ANTONIO GUTIERREZ VACA,Pasaje con equipaje extra
358,6,17,2,8,2024-06-10,2024-07-09,3,137.2,Ventanilla,Viajado,0.0,RICARDO ERNESTO PONCE MONTAÑO,Pasaje con equipaje extra
359,14,1,10,13,2025-05-02,2025-05-28,16,23.75,Agente,Viajado,0.0,JUAN CARLOS MAMANI QUISPE,Sin observaciones
360,5,8,2,2,2024-05-30,2024-06-06,5,113.4,Web,Viajado,10.0,,Pasaje con equipaje extra
361,7,8,3,3,2023-07-25,2023-08-19,43,97.9,Ventanilla,Viajado,0.0,  JUAN   carlos  ,
362,3,1,1,3,2023-08-24,2023-08-30,12,117.6,Web,Viajado,0.0,JUAN CARLOS MAMANI QUISPE,
363,9,18,5,12,2024-05-02,2024-05-25,35,151.2,Web,Viajado,10.0,SILVIA ROSARIO MONTAÑO PEREZ,
364,10,13,6,10,2024-04-09,2024-04-10,16,84.24,Agente,Viajado,10.0,FERNANDO JOSE AGUILAR SALINAS,Pasajero adulto mayor
365,12,15,7,6,2024-07-28,2024-08-21,43,41.6,Telefono,Cancelado,0.0,JORGE EDUARDO IBAÑEZ CASTRO,
366,4,14,1,5,2023-08-07,2023-08-15,33,124.8,Ventanilla,Cancelado,0.0,CLAUDIA VERONICA SALINAS IBAÑEZ,Pasaje con equipaje extra
367,10,18,6,10,2024-08-29,2024-09-15,8,92.7,Agente,Viajado,0.0,SILVIA ROSARIO MONTAÑO PEREZ,
368,7,16,3,3,2024-11-04,2024-11-09,21,100.1,Web,Viajado,0.0,mARIA eLENA fLoReS,Pasajero adulto mayor
369,8,7,4,11,2025-03-30,2025-04-12,33,59.85,Agente,Viajado,10.0,MIGUEL ANGEL QUISPE MAMANI,Pasaje con equipaje extra
370,8,20,4,11,2024-01-20,2024-02-18,41,50.96,Ventanilla,Viajado,20.0,CARMEN ROSA OPORTO FLORES,Pasaje con equipaje extra
371,2,12,1,1,2024-07-03,2024-07-21,36,96.12,Web,Viajado,10.0,PATRICIA ISABEL RAMOS AGUILAR,
372,10,11,6,10,2024-02-03,2024-02-14,7,76.5,Web,Viajado,0.0,ROBERTO CARLOS VILLANUEVA RAMOS,Pasajero adulto mayor
373,14,2,10,13,2025-05-24,2025-05-28,17,22.0,Agente,Cancelado,0.0,MARIA ELENA FLORES TARQUI,Pasaje con equipaje extra
374,3,4,1,3,2024-03-25,2024-04-14,6,108.0,Ventanilla,Viajado,0.0,ANA LUISA CONDORI HUANCA,
375,13,19,8,4,2025-03-18,2025-03-29,39,35.35,Ventanilla,Viajado,0.0,DANIEL ALEJANDRO PEREZ OPORTO,Pasajero adulto mayor
376,9,3,5,12,2025-08-10,2025-09-08,42,141.75,Ventanilla,Viajado,10.0,PEDRO ANTONIO GUTIERREZ VACA,Pasaje con equipaje extra
377,12,4,7,6,2023-12-01,2023-12-23,26,31.68,Agente,Viajado,10.0,ANA LUISA CONDORI HUANCA,
378,14,20,10,13,2023-12-09,2023-12-31,25,22.5,Agente,Viajado,10.0,CARMEN ROSA OPORTO FLORES,Pasajero adulto mayor
379,15,7,11,13,2025-04-24,2025-05-09,14,9.0,Ventanilla,Viajado,0.0,MIGUEL ANGEL QUISPE MAMANI,Pasaje con equipaje extra
380,15,16,11,13,2023-07-19,2023-08-08,35,9.8,Agente,Viajado,0.0,,Pasajero adulto mayor
381,11,17,7,4,2022-12-11,2023-01-04,2,41.2,Web,Viajado,0.0,RICARDO ERNESTO PONCE MONTAÑO,
